종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
336370,솔루스첨단소재,zdnet.co.kr,2024-03-26 16:18:00,"솔루스첨단소재, 북미 GPU 기업에 AI 가속기용 동박 승인 받아",https://n.news.naver.com/mnews/article/092/0002325814?sid=105,규제승인
336570,원텍,www.thebigdata.co.kr,2024-03-26 05:26:00,"원텍, 주가 급등…'올리지오' 브라질·중국 승인 기대감",http://www.thebigdata.co.kr/view.php?ud=20240326052415771cd1e7f0bdf_23,규제승인
083790,CG인바이츠,digitalchosun.dizzo.com,2024-03-26 10:16:00,"CG인바이츠, 간암 신약 ‘캄렐리주맙+리보세라닙 병용요법’ FDA 본심사 순항",http://digitalchosun.dizzo.com/site/data/html_dir/2024/03/26/2024032680042.html,신약개발
028300,HLB,www.businesspost.co.kr,2024-03-26 11:14:00,"HLB그룹주 주가 장중 강세, 신약 관련 미국 식품의약국 최종 리뷰 마쳐",https://www.businesspost.co.kr/BP?command=article_view&num=346890,신약개발
003580,HLB글로벌,www.businesspost.co.kr,2024-03-26 11:14:00,"HLB그룹주 주가 장중 강세, 신약 관련 미국 식품의약국 최종 리뷰 마쳐",https://www.businesspost.co.kr/BP?command=article_view&num=346890,신약개발
067630,HLB생명과학,www.businesspost.co.kr,2024-03-26 11:14:00,"HLB그룹주 주가 장중 강세, 신약 관련 미국 식품의약국 최종 리뷰 마쳐",https://www.businesspost.co.kr/BP?command=article_view&num=346890,신약개발
024850,HLB이노베이션,www.businesspost.co.kr,2024-03-26 11:14:00,"HLB그룹주 주가 장중 강세, 신약 관련 미국 식품의약국 최종 리뷰 마쳐",https://www.businesspost.co.kr/BP?command=article_view&num=346890,신약개발
047920,HLB제약,www.ebn.co.kr,2024-03-26 15:04:00,"[Bio & Now] HLB, 간암신약 신약허가 가능성 커져 등",https://www.ebn.co.kr/news/view/1617256/?sc=Naver,신약개발
115450,HLB테라퓨틱스,www.thebigdata.co.kr,2024-03-26 10:10:00,"HLB테라퓨틱스, 주가 급등…FDA 미팅종료 '간암 신약 허가' 가시화",http://www.thebigdata.co.kr/view.php?ud=202403261008381893cd1e7f0bdf_23,신약개발
067290,JW신약,www.sentv.co.kr,2024-03-26 16:42:00,"""저도 탈모 인가요?""…MZ 탈모 인구 증가에 불붙은 신약 경쟁",http://www.sentv.co.kr/news/view/682552,신약개발
377480,마음AI,view.asiae.co.kr,2024-03-26 17:37:00,"尹 ""AI 신약개발·디지털바이오 투자…2035년 바이오 200조""(종합)",https://n.news.naver.com/mnews/article/277/0005397557?sid=100,신약개발
086820,바이오솔루션,view.asiae.co.kr,2024-03-26 17:37:00,"尹 ""AI 신약개발·디지털바이오 투자…2035년 바이오 200조""(종합)",https://n.news.naver.com/mnews/article/277/0005397557?sid=100,신약개발
199730,바이오인프라,view.asiae.co.kr,2024-03-26 17:37:00,"尹 ""AI 신약개발·디지털바이오 투자…2035년 바이오 200조""(종합)",https://n.news.naver.com/mnews/article/277/0005397557?sid=100,신약개발
207940,삼성바이오로직스,www.mk.co.kr,2024-03-26 16:16:00,K바이오 미래 대전 … 혁신신약 글로벌 허브가 현실로,https://n.news.naver.com/mnews/article/009/0005278522?sid=101,신약개발
082850,우리바이오,view.asiae.co.kr,2024-03-26 17:37:00,"尹 ""AI 신약개발·디지털바이오 투자…2035년 바이오 200조""(종합)",https://n.news.naver.com/mnews/article/277/0005397557?sid=100,신약개발
185750,종근당,www.womentimes.co.kr,2024-03-26 09:36:00,[창간 12주년 기획] 종근당 세상에 없던 신약·미충족 수요 의약품 개발 집중,http://www.womentimes.co.kr/news/articleView.html?idxno=73003,신약개발
372320,큐로셀,www.mk.co.kr,2024-03-26 16:16:00,K바이오 미래 대전 … 혁신신약 글로벌 허브가 현실로,https://n.news.naver.com/mnews/article/009/0005278522?sid=101,신약개발
405100,큐알티,news.mtn.co.kr,2024-03-26 13:20:00,[오후의 쟁점] 주류의 변화? '반도체' / 신약혁명? '의료 (Feat. AI)',https://news.mtn.co.kr/news-detail/2024032613134692817,신약개발
023350,한국종합기술,view.asiae.co.kr,2024-03-26 17:37:00,"尹 ""AI 신약개발·디지털바이오 투자…2035년 바이오 200조""(종합)",https://n.news.naver.com/mnews/article/277/0005397557?sid=100,신약개발
048410,현대바이오,view.asiae.co.kr,2024-03-26 17:37:00,"尹 ""AI 신약개발·디지털바이오 투자…2035년 바이오 200조""(종합)",https://n.news.naver.com/mnews/article/277/0005397557?sid=100,신약개발
027410,BGF,www.newscj.com,2024-03-26 08:18:00,"[편의점에서는] 세븐일레븐 'EPL플러스 파니니카드' 출시 外 GS25, CU",https://www.newscj.com/news/articleView.html?idxno=3122394,신제품출시
001460,BYC,www.busan.com,2024-03-26 16:43:00,"BYC, 봄 날씨에 활동성 높인 이지웨어 출시",https://n.news.naver.com/mnews/article/082/0001262162?sid=101,신제품출시
030200,KT,zdnet.co.kr,2024-03-26 20:17:00,"""가정용 금고 잘나가네""…KT알파, 금고 출시 두달만에 주문액 30억원",https://n.news.naver.com/mnews/article/092/0002325854?sid=105,신제품출시
003550,LG,www.newsis.com,2024-03-26 09:08:00,"일기 쓰면 AI가 답장 다는 LGU+ '답다', 출시 반년만에 '2만명 돌파'",https://n.news.naver.com/mnews/article/003/0012449680?sid=101,신제품출시
032640,LG유플러스,www.nspna.com,2024-03-26 20:04:00,"LG유플러스 답다, 출시 6개월만에 가입자 2만명 모았다",https://www.nspna.com/news/?mode=view&newsid=690157,신제품출시
066570,LG전자,www.bloter.net,2024-03-26 14:21:00,"조주완 LG전자 사장 ""가정용 로봇·투명 올레드 TV 연내 출시""",https://n.news.naver.com/mnews/article/293/0000052922?sid=105,신제품출시
214390,경보제약,www.insightkorea.co.kr,2024-03-26 17:00:00,"""종근당홀딩스, 경보제약의 맥시제식주·종근당건강의 신제품 매출 증가 기대...",http://www.insightkorea.co.kr/news/articleView.html?idxno=131983,신제품출시
001210,금호전기,www.getnews.co.kr,2024-03-26 10:14:00,"금호타이어, 전기차용 타이어 브랜드 'EnnoV' 출시 기념 행사",https://www.getnews.co.kr/news/articleView.html?idxno=666816,신제품출시
073240,금호타이어,www.fnnews.com,2024-03-26 09:31:00,"금호타이어, 전기차용 타이어 브랜드 'EnnoV' 출시 프로모션",https://n.news.naver.com/mnews/article/014/0005161657?sid=102,신제품출시
024110,기업은행,www.edaily.co.kr,2024-03-26 13:14:00,"기업은행, 항공 마일리지 특화 카드 '아이 마일리지' 출시",https://n.news.naver.com/mnews/article/018/0005700273?sid=101,신제품출시
187790,나노,www.etnews.com,2024-03-26 13:51:00,"한국레노버, AI 작업 최적화한 '씽크스테이션 P8' 출시",https://n.news.naver.com/mnews/article/030/0003192354?sid=105,신제품출시
251270,넷마블,www.mk.co.kr,2024-03-26 12:11:00,"넷마블, 올해 재도약…대형 신작 연이어 출시",https://n.news.naver.com/mnews/article/009/0005278342?sid=101,신제품출시
104620,노랑풍선,www.inews24.com,2024-03-26 09:57:00,"노랑풍선, 에어프레미아와 '북유럽 4국 9일' 상품 출시",https://n.news.naver.com/mnews/article/031/0000823249?sid=101,신제품출시
003490,대한항공,www.edaily.co.kr,2024-03-26 13:14:00,"기업은행, 항공 마일리지 특화 카드 '아이 마일리지' 출시",https://n.news.naver.com/mnews/article/018/0005700273?sid=101,신제품출시
298540,더네이쳐홀딩스,www.enewstoday.co.kr,2024-03-26 14:50:00,"더네이쳐홀딩스, 내셔널지오그래픽 친환경 슈즈 '컨투어 제로' 출시",http://www.enewstoday.co.kr/news/articleView.html?idxno=2106622,신제품출시
217620,디딤이앤에프,news.mt.co.kr,2024-03-26 10:58:00,"디딤이앤에프, 보양식 브랜드 '백년장어' 장어구이 간편식 출시",https://n.news.naver.com/mnews/article/008/0005016960?sid=101,신제품출시
294140,레몬,www.smedaily.co.kr,2024-03-26 08:20:00,오비맥주 '카스 레몬 스퀴즈' 27일 정식 출시,http://www.smedaily.co.kr/news/articleView.html?idxno=285480,신제품출시
228670,레이,www.newsis.com,2024-03-26 05:17:00,"샤오미, 첫 전기차 SU7 가격 공개…""약 9200만원 이하""",https://n.news.naver.com/mnews/article/003/0012449493?sid=104,신제품출시
377480,마음AI,www.newsis.com,2024-03-26 09:08:00,"일기 쓰면 AI가 답장 다는 LGU+ '답다', 출시 반년만에 '2만명 돌파'",https://n.news.naver.com/mnews/article/003/0012449680?sid=101,신제품출시
417970,모델솔루션,zdnet.co.kr,2024-03-26 11:20:00,"퀀텀, AI 모델 개발 지원하는 테이프 스토리지 출시",https://n.news.naver.com/mnews/article/092/0002325755?sid=105,신제품출시
033920,무학,www.knnews.co.kr,2024-03-26 11:26:00,"무학, 일반증류주 신제품 ‘좋은데이 부산갈매기’ 출시",http://www.knnews.co.kr/news/articleView.php?idxno=1428665,신제품출시
006800,미래에셋증권,kpenews.com,2024-03-26 07:38:00,"미래에셋증권 “종근당홀딩스, 신제품으로 이익체력 쌓는 중..목표가↑”",http://kpenews.com/View.aspx?No=3173261,신제품출시
086820,바이오솔루션,www.etoday.co.kr,2024-03-26 09:04:00,"GC셀, 의료·바이오 전문 물류 서비스 ‘셀패스’·‘셀트랙’ 출시",https://www.etoday.co.kr/news/view/2344015,신제품출시
