종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
302440,SK바이오사이언스,www.polinews.co.kr,2024-04-05 14:55:00,"韓제약바이오, 대상포진 백신 개발·출시 한창 …노인·대상연령 확대 영향",https://www.polinews.co.kr/news/articleView.html?idxno=642128,신약개발
307750,국전약품,www.thebell.co.kr,2024-04-05 09:48:00,"[더벨]API 주력 국전약품, '신약·소재' 과감한 신사업 도전기",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404031556514800108750,신약개발
187790,나노,www.gukjenews.com,2024-04-05 14:22:00,"건국대 글로컬, 우루사 주성분 UDCA 변신, 새로운 나노 혁신신약 후보물질 탄...",https://www.gukjenews.com/news/articleView.html?idxno=2962304,신약개발
121600,나노신소재,www.gukjenews.com,2024-04-05 14:22:00,"건국대 글로컬, 우루사 주성분 UDCA 변신, 새로운 나노 혁신신약 후보물질 탄...",https://www.gukjenews.com/news/articleView.html?idxno=2962304,신약개발
000250,삼천당제약,view.asiae.co.kr,2024-04-05 14:40:00,"삼천당제약 ""SCD411 유럽 최종승인 빨라질 듯…특허 침해 우려↓""",https://n.news.naver.com/mnews/article/277/0005402322?sid=101,신약개발
378800,샤페론,www.thebell.co.kr,2024-04-05 09:48:00,"[더벨]API 주력 국전약품, '신약·소재' 과감한 신사업 도전기",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404031556514800108750,신약개발
215600,신라젠,www.yakup.com,2024-04-05 06:02:00,"[DI+의약정보] 신라젠, 혁신 항암제 신약개발 명가로 발돋움",http://www.yakup.com/news/index.html?mode=view&cat=12&nid=292691,신약개발
082850,우리바이오,www.rapportian.com,2024-04-05 18:04:00,"신약조합, 바이오헬스산업 전주기 혁신 지원 플랫폼 운영",https://www.rapportian.com/news/articleView.html?idxno=205484,신약개발
330350,위더스제약,www.greened.kr,2024-04-05 06:47:00,"꿈의 신약 '탈모 치료제'…JW중외제약, 남녀 공용 vs 대웅·종근당, 주사형",https://www.greened.kr/news/articleView.html?idxno=312940,신약개발
185750,종근당,www.greened.kr,2024-04-05 06:47:00,"꿈의 신약 '탈모 치료제'…JW중외제약, 남녀 공용 vs 대웅·종근당, 주사형",https://www.greened.kr/news/articleView.html?idxno=312940,신약개발
002390,한독,news.mt.co.kr,2024-04-05 17:03:00,"한독, 미국암학회서 폐암 치료 신약물질 연구개발 결과 발표",https://n.news.naver.com/mnews/article/008/0005022207?sid=101,신약개발
005110,한창,www.polinews.co.kr,2024-04-05 14:55:00,"韓제약바이오, 대상포진 백신 개발·출시 한창 …노인·대상연령 확대 영향",https://www.polinews.co.kr/news/articleView.html?idxno=642128,신약개발
001040,CJ,www.news1.kr,2024-04-05 08:39:00,"CJ제일제당, 나트륨 줄인 ‘해찬들 100% 태양초 우리쌀 고추장’ 출시",https://n.news.naver.com/mnews/article/421/0007460531?sid=101,신제품출시
097950,CJ제일제당,www.news1.kr,2024-04-05 08:39:00,"CJ제일제당, 나트륨 줄인 ‘해찬들 100% 태양초 우리쌀 고추장’ 출시",https://n.news.naver.com/mnews/article/421/0007460531?sid=101,신제품출시
044180,KD,www.news1.kr,2024-04-05 17:40:00,"""쪼꼬미들 위해 더 작아졌다""…닥터레이 마그네타, 재단장 출시",https://n.news.naver.com/mnews/article/421/0007462848?sid=101,신제품출시
011810,STX,www.hankookilbo.com,2024-04-05 04:31:00,'상사' DNA 살려낸 STX...원자재 플랫폼 '출시 넉 달 만에' 거래액 3600만 달...,https://n.news.naver.com/mnews/article/469/0000794398?sid=101,신제품출시
011040,경동제약,www.hitnews.co.kr,2024-04-05 11:06:00,"경동제약, 방송인 '덱스'와 진통제 '그날엔' 신규 광고 출시",http://www.hitnews.co.kr/news/articleView.html?idxno=53823,신제품출시
204020,그리티,www.thereport.co.kr,2024-04-05 12:00:00,"그리티, 국내 첫 베네통 언더웨어 출시···6일 롯데 홈쇼핑 첫선",https://www.thereport.co.kr/news/articleView.html?idxno=48432,신제품출시
001570,금양,daily.hankooki.com,2024-04-05 09:58:00,"금양인터내셔날, 이탈리아 와인 '신퀀타 블랙 에디션' 출시",https://daily.hankooki.com/news/articleView.html?idxno=1070737,신제품출시
000270,기아,daily.hankooki.com,2024-04-05 15:00:00,"기아 ""하이브리드 늘리고 저렴한 전기차 출시""",https://daily.hankooki.com/news/articleView.html?idxno=1070870,신제품출시
217270,넵튠,zdnet.co.kr,2024-04-05 11:44:00,"넵튠, 모바일 방치형 게임 '고양이나무꾼', 출시 한달만에 100만 다운로드 돌...",https://n.news.naver.com/mnews/article/092/0002327065?sid=105,신제품출시
251270,넷마블,www.khan.co.kr,2024-04-05 17:36:00,"넷마블, 대형 신작 릴레이 출시",https://n.news.naver.com/mnews/article/032/0003289019?sid=101,신제품출시
104620,노랑풍선,www.discoverynews.kr,2024-04-05 12:02:00,"노랑풍선, 롯데호텔 제주&아트빌라스 에어카텔 출시",https://www.discoverynews.kr/news/articleView.html?idxno=1042078,신제품출시
090350,노루페인트,www.hankyung.com,2024-04-05 10:25:00,"노루페인트, 국제테니스연맹 인증 바닥재 출시",https://n.news.naver.com/mnews/article/015/0004969172?sid=101,신제품출시
194700,노바렉스,www.segyebiz.com,2024-04-05 10:02:00,"프롬바이오-노바렉스, ‘디어퀸 이너뷰티&콜라겐 샷’ 출시",http://www.segyebiz.com/newsView/20240404513380?OutUrl=naver,신제품출시
004370,농심,www.yna.co.kr,2024-04-05 06:00:00,"롯데마트, 창립기념 라면·과자 출시…농심·해태와 협업",https://n.news.naver.com/mnews/article/001/0014612050?sid=101,신제품출시
023590,다우기술,www.sisunnews.co.kr,2024-04-05 10:04:00,"다우오피스, 법정의무교육 서비스 무료 출시",http://www.sisunnews.co.kr/news/articleView.html?idxno=209015,신제품출시
000490,대동,www.chukkyung.co.kr,2024-04-05 15:02:00,"대동, 자율주행 3단계 적용 트랙터 출시",https://www.chukkyung.co.kr/news/articleView.html?idxno=71111,신제품출시
060570,드림어스컴퍼니,www.datanet.co.kr,2024-04-05 16:26:00,"드림어스컴퍼니, BMW 차량 인포테인먼트 앱스토어에 '플로' 출시",https://www.datanet.co.kr/news/articleView.html?idxno=192391,신제품출시
115390,락앤락,www.fnnews.com,2024-04-05 16:05:00,락앤락 ‘스마트킵 프레쉬 4종’ 신규 출시,https://n.news.naver.com/mnews/article/014/0005167634?sid=101,신제품출시
228670,레이,www.news1.kr,2024-04-05 17:40:00,"""쪼꼬미들 위해 더 작아졌다""…닥터레이 마그네타, 재단장 출시",https://n.news.naver.com/mnews/article/421/0007462848?sid=101,신제품출시
277810,레인보우로보틱스,www.ceoscoredaily.com,2024-04-05 17:50:00,"삼성 로봇 파트너 레인보우로보틱스, 이동형 양팔 로봇 신제품 공개",https://www.ceoscoredaily.com/page/view/2024040517490251550,신제품출시
080160,모두투어,www.fnnews.com,2024-04-05 08:58:00,"""이정후·김하성·오타니 경기 직관"" 모두투어, 美서부 상품 출시",https://n.news.naver.com/mnews/article/014/0005167335?sid=103,신제품출시
250060,모비스,www.kmib.co.kr,2024-04-05 04:05:00,"현대모비스, 신용카드 형태 초슬림 카드키 출시",https://n.news.naver.com/mnews/article/005/0001686415?sid=101,신제품출시
086820,바이오솔루션,www.pinpointnews.co.kr,2024-04-05 09:38:00,"시지바이오, 안티에이징 학회서 신제품 2종 공개",https://www.pinpointnews.co.kr/news/articleView.html?idxno=257154,신제품출시
099430,바이오플러스,www.businessplus.kr,2024-04-05 10:10:00,"한올바이오파마, 프로바이오틱스 '바이오탑 산제·세립제' 출시",https://www.businessplus.kr/news/articleView.html?idxno=58030,신제품출시
406820,뷰티스킨,www.marieclairekorea.com,2024-04-05 20:22:00,따사로운 봄기운이 완연한 4월의 뷰티 신제품 #스킨케어,https://www.marieclairekorea.com/beauty/2024/04/new-newest-skincare-2024-04/?utm_source=naver&utm_medium=partnership,신제품출시
003960,사조대림,www.news1.kr,2024-04-05 08:36:00,"사조대림, 닭가슴살로 만든 '직화에 꼬치닭' 2종 출시",https://n.news.naver.com/mnews/article/421/0007460516?sid=101,신제품출시
005500,삼진제약,www.newsfreezone.co.kr,2024-04-05 20:06:00,삼진제약 위시헬씨 '하루엔진 이뮨 부스터샷' 출시,https://www.newsfreezone.co.kr/news/articleView.html?idxno=559915,신제품출시
159910,스킨앤스킨,www.marieclairekorea.com,2024-04-05 20:22:00,따사로운 봄기운이 완연한 4월의 뷰티 신제품 #스킨케어,https://www.marieclairekorea.com/beauty/2024/04/new-newest-skincare-2024-04/?utm_source=naver&utm_medium=partnership,신제품출시
123860,아나패스,kr.aving.net,2024-04-05 13:42:00,"삼성전자, 올 하반기 80만~90만 원대 '갤럭시 S24 FE' 출시!... 상세 스펙은?",https://kr.aving.net/news/articleView.html?idxno=1789485,신제품출시
025980,아난티,www.apparelnews.co.kr,2024-04-05 10:58:00,"먼데이플로우, 신제품 출시 맞춰 ‘아난티’ 등 팝업 오픈",http://www.apparelnews.co.kr/news/news_view/?idx=210654,신제품출시
012750,에스원,www.cstimes.com,2024-04-05 14:30:00,"에스원, 악성코드 피해 막는 '안티랜섬웨어 서비스' 출시",https://www.cstimes.com/news/articleView.html?idxno=586795,신제품출시
306040,에스제이그룹,www.cstimes.com,2024-04-05 10:30:00,"캉골 키즈, 뉴욕 식물원과 함께 '친자연 모티브' 한정판 출시",https://www.cstimes.com/news/articleView.html?idxno=586753,신제품출시
007310,오뚜기,www.dnews.co.kr,2024-04-05 10:22:00,"㈜오뚜기, 당 함량 낮춘 '라이트 슈가 사과쨈' 출시",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202404051002581570331,신제품출시
049520,유아이엘,www.newsis.com,2024-04-05 08:04:00,"대신證 ""유아이엘, 전자담배 신규 모델 출시 수혜""",https://n.news.naver.com/mnews/article/003/0012473245?sid=101,신제품출시
078340,컴투스,www.newspim.com,2024-04-05 17:15:00,"컴투스, 구글플레이 게임즈 통해 '스타시드' PC 버전 출시",https://www.newspim.com/news/view/20240405001104,신제품출시
027050,코리아나,www.bokuennews.com,2024-04-05 10:20:00,코리아나 앰플엔 '블레미샷 앰플 1+1' 올리브영 단독 출시,http://www.bokuennews.com/news/article.html?no=242401,신제품출시
259960,크래프톤,www.newsis.com,2024-04-05 09:50:00,"크래프톤, 전술 슈팅 게임 '불릿 에코' 인도 출시",https://n.news.naver.com/mnews/article/003/0012473697?sid=105,신제품출시
214420,토니모리,www.yna.co.kr,2024-04-05 09:05:00,"G마켓, 화장품과 소주의 만남 '토니모리X참이슬' 굿즈 출시",https://n.news.naver.com/mnews/article/001/0014612330?sid=101,신제품출시
034230,파라다이스,www.fnnews.com,2024-04-05 08:59:00,"파라다이스 호텔앤리조트, 올리브영 공식 입점 ""디퓨저·방향제 출시""",https://n.news.naver.com/mnews/article/014/0005167337?sid=103,신제품출시
004720,팜젠사이언스,www.docdocdoc.co.kr,2024-04-05 12:08:00,"팜젠사이언스, 집중력 젤리 '집현전' 출시",http://www.docdocdoc.co.kr/news/articleView.html?idxno=3016209,신제품출시
225590,패션플랫폼,www.businesspost.co.kr,2024-04-05 09:06:00,"패션 플랫폼 에이블리, 온라인에서 옷 가상으로 입어볼 수 있는 서비스 출시",https://www.businesspost.co.kr/BP?command=article_view&num=348177,신제품출시
017810,풀무원,www.news1.kr,2024-04-05 08:12:00,"풀무원 올가홀푸드, 국산 현미로 만든 전통 간식 3종 출시",https://n.news.naver.com/mnews/article/421/0007460438?sid=101,신제품출시
377220,프롬바이오,www.segyebiz.com,2024-04-05 10:02:00,"프롬바이오-노바렉스, ‘디어퀸 이너뷰티&콜라겐 샷’ 출시",http://www.segyebiz.com/newsView/20240404513380?OutUrl=naver,신제품출시
256840,한국비엔씨,www.pharmnews.com,2024-04-05 09:02:00,"한국비엔씨, 중남미 시장 신제품 가교 HA + PN 필러 '쥬브겔' 선보여",https://www.pharmnews.com/news/articleView.html?idxno=242168,신제품출시
069640,한세엠케이,www.kdfnews.com,2024-04-05 10:32:00,"컬리수X산리오코리아, '시나모롤 여름 컬렉션' 출시",http://www.kdfnews.com/news/articleView.html?idxno=130028,신제품출시
009420,한올바이오파마,www.etnews.com,2024-04-05 13:54:00,"한올바이오파마, 파우더형 '바이오탑' 출시",https://n.news.naver.com/mnews/article/030/0003195628?sid=102,신제품출시
012330,현대모비스,www.kmib.co.kr,2024-04-05 04:05:00,"현대모비스, 신용카드 형태 초슬림 카드키 출시",https://n.news.naver.com/mnews/article/005/0001686415?sid=101,신제품출시
093240,형지엘리트,www.lawissue.co.kr,2024-04-05 09:30:00,"[생활경제 이슈] 휠라 키즈(FILA KIDS), ‘파워퍼프걸’ 협업 컬렉션 출시 外",http://www.lawissue.co.kr/view.php?ud=202404050926332306204ead0791_12,신제품출시
012030,DB,www.edaily.co.kr,2024-04-05 17:39:00,"혜리·류준열, 결별했는데 한 식구?…""상장 준비로 인수 합병""",https://n.news.naver.com/mnews/article/018/0005708496?sid=103,인수합병
383220,F&F,biz.chosun.com,2024-04-05 14:01:00,"[단독] 테일러메이드 3000억 인수금융 차환, JB우리캐피탈이 맡는다… F&F 유...",https://n.news.naver.com/mnews/article/366/0000983551?sid=101,인수합병
000040,KR모터스,www.nbntv.co.kr,2024-04-05 10:14:00,"[특징주] KR모터스, 인수합병 소식에 주가 14%↑",https://www.nbntv.co.kr/news/articleView.html?idxno=3014455,인수합병
402340,SK스퀘어,www.thebell.co.kr,2024-04-05 08:18:00,"[더벨]'조용한' 티빙-웨이브 합병, CB 상환 방법은 SK스퀘어 지원?",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404041010154000108834,인수합병
011810,STX,www.thevaluenews.co.kr,2024-04-05 17:20:00,"[대기업집단 탐구] 54. 글로벌세아, ODM이 끌고 M&A가 밀어 첫 재계 진입...'...",http://www.thevaluenews.co.kr/news/view.php?idx=182162,인수합병
030210,다올투자증권,news.einfomax.co.kr,2024-04-05 09:30:00,"은행권, 벤처투자 확대 나선다…잇단 인수·설립",https://news.einfomax.co.kr/news/articleView.html?idxno=4304726,인수합병
003490,대한항공,www.insightkorea.co.kr,2024-04-05 19:16:00,"""대한항공, 호의적인 수급 환경에 다가오는 M&A 모멘텀""",http://www.insightkorea.co.kr/news/articleView.html?idxno=132933,인수합병
084650,랩지노믹스,www.theguru.co.kr,2024-04-05 15:54:00,"랩지노믹스, 美 시장 진입 속도낸다…'인수 QDx' 덕본다",https://www.theguru.co.kr/news/article.html?no=69140,인수합병
038540,상상인,www.bloter.net,2024-04-05 15:42:00,"M&A 매물 한가득 저축은행업계, 거래는 성사되지 않는다",https://n.news.naver.com/mnews/article/293/0000053295?sid=101,인수합병
026890,스틱인베스트먼트,www.mk.co.kr,2024-04-05 18:20:00,"스틱, 글로벌 바닥재기업 ‘녹수’ 인수 추진",https://n.news.naver.com/mnews/article/009/0005284266?sid=101,인수합병
011930,신성이엔지,www.pinpointnews.co.kr,2024-04-05 00:16:00,씨앤지하이테크 주가 룰루랄라~...디에스에이티 지분 100% 인수로 실적호전 '...,https://www.pinpointnews.co.kr/news/articleView.html?idxno=256973,인수합병
160980,싸이맥스,www.pinpointnews.co.kr,2024-04-05 00:16:00,씨앤지하이테크 주가 룰루랄라~...디에스에이티 지분 100% 인수로 실적호전 '...,https://www.pinpointnews.co.kr/news/articleView.html?idxno=256973,인수합병
264660,씨앤지하이테크,www.pinpointnews.co.kr,2024-04-05 00:16:00,씨앤지하이테크 주가 룰루랄라~...디에스에이티 지분 100% 인수로 실적호전 '...,https://www.pinpointnews.co.kr/news/articleView.html?idxno=256973,인수합병
020560,아시아나항공,www.hankyung.com,2024-04-05 18:13:00,"[단독] 제주항공, MBK와 아시아나 화물 인수 추진",https://n.news.naver.com/mnews/article/015/0004969434?sid=101,인수합병
