종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
347700,라이프시맨틱스,www.newspim.com,2024-04-09 16:28:00,"라이프시맨틱스, '심혈관 위험 평가 AI' 임상시험 계획 승인",https://www.newspim.com/news/view/20240409000811,규제승인
336370,솔루스첨단소재,www.newsis.com,2024-04-09 14:32:00,"솔루스첨단소재, 북미 GPU 기업서 추가 승인…'AI용 동박' 국산화 시동",https://n.news.naver.com/mnews/article/003/0012481625?sid=101,규제승인
33637L,솔루스첨단소재2우B,www.ggilbo.com,2024-04-09 19:22:00,"[주식마감기사] 북미 GPU 기업서 추가 승인 소식에 솔루스첨단소재, 솔루스첨...",https://www.ggilbo.com/news/articleView.html?idxno=1023797,규제승인
101530,해태제과식품,www.finomy.com,2024-04-09 14:50:00,해태제과 '아이스크림 가격 담합' 과징금 취소소송 내달 판결,http://www.finomy.com/news/articleView.html?idxno=209319,법적합의
311690,CJ 바이오사이언스,www.sedaily.com,2024-04-09 08:01:00,"K바이오, 美서 항암 신약 기술력 뽐낸다",https://n.news.naver.com/mnews/article/011/0004325213?sid=103,신약개발
028300,HLB,www.newsis.com,2024-04-09 16:57:00,"HLB 간암신약, 미국 NCCN 가이드라인 등재 신청 완료",https://n.news.naver.com/mnews/article/003/0012482201?sid=101,신약개발
278650,HLB바이오스텝,www.thebigdata.co.kr,2024-04-09 05:20:00,"HLB바이오스텝, 주가 급등…승인 앞둔 간암신약 '효능 입증'",http://www.thebigdata.co.kr/view.php?ud=202404090519245454cd1e7f0bdf_23,신약개발
067630,HLB생명과학,www.thebigdata.co.kr,2024-04-09 05:08:00,"HLB생명과학, 주가 급등…간암신약 FDA 승인 앞두고 '완전관해'",http://www.thebigdata.co.kr/view.php?ud=202404090506431862cd1e7f0bdf_23,신약개발
047920,HLB제약,www.fnnews.com,2024-04-09 15:46:00,"HLB 간암신약, 미국 NCCN 가이드라인 등재 신청 완료",https://n.news.naver.com/mnews/article/014/0005169095?sid=101,신약개발
115450,HLB테라퓨틱스,www.ebn.co.kr,2024-04-09 16:48:00,"[Bio & Now] HLB 간암신약, 미국 NCCN 가이드라인 등재 신청 완료",https://www.ebn.co.kr/news/view/1619048/?sc=Naver,신약개발
046210,HLB파나진,www.thebigdata.co.kr,2024-04-09 05:14:00,"HLB파나진, 주가 급등…'리보+캄렐' FDA 승인 앞두고 '효능입증'",http://www.thebigdata.co.kr/view.php?ud=202404090513066964cd1e7f0bdf_23,신약개발
001060,JW중외제약,www.yna.co.kr,2024-04-09 10:03:00,"JW중외제약, 졸음 부작용 줄인 알레르기 치료제 '알지퀵' 출시",https://n.news.naver.com/mnews/article/001/0014619554?sid=101,신약개발
302440,SK바이오사이언스,www.pharmnews.com,2024-04-09 06:02:00,악화된 대내외 환경에도…제약바이오사 신약 개발 의지 '굳건',https://www.pharmnews.com/news/articleView.html?idxno=242320,신약개발
326030,SK바이오팜,www.pharmnews.com,2024-04-09 06:02:00,악화된 대내외 환경에도…제약바이오사 신약 개발 의지 '굳건',https://www.pharmnews.com/news/articleView.html?idxno=242320,신약개발
006280,녹십자,www.etoday.co.kr,2024-04-09 05:02:00,10대 제약사 R&D 꾸준…‘신약 성공’ 기업이 더 많이 투자,https://www.etoday.co.kr/news/view/2348757,신약개발
