종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
035080,그래디언트,www.getnews.co.kr,2024-04-11 15:40:00,"[바이오소식]아미코젠,아일리아 바이오시밀러 美 임상 3상 IND 승인 外 애스톤...",https://www.getnews.co.kr/news/articleView.html?idxno=669367,규제승인
004830,덕성,www.dailypharm.com,2024-04-11 08:28:00,"덕성약대 총동문회, 초도이사회 열고 결산 승인",https://www.dailypharm.com/Users/News/NewsView.html?ID=310629&REFERER=NP,규제승인
086820,바이오솔루션,www.getnews.co.kr,2024-04-11 15:40:00,"[바이오소식]아미코젠,아일리아 바이오시밀러 美 임상 3상 IND 승인 外 애스톤...",https://www.getnews.co.kr/news/articleView.html?idxno=669367,규제승인
199730,바이오인프라,kpenews.com,2024-04-11 13:06:00,"건기식 확대하는 일동제약..일동바이오사이언스 ‘RHT3201’, 태국 FDA 승인",http://kpenews.com/View.aspx?No=3191999,규제승인
092040,아미코젠,www.g-enews.com,2024-04-11 09:36:00,"[특징주] 아미코젠, 강보합...관계사 로피바이오 美 FDA 임상 3상 IND 승인",http://www.g-enews.com/ko-kr/news/article/news_all/202404110918397851edf69f862c_1/article.html,규제승인
249420,일동제약,kpenews.com,2024-04-11 13:06:00,"건기식 확대하는 일동제약..일동바이오사이언스 ‘RHT3201’, 태국 FDA 승인",http://kpenews.com/View.aspx?No=3191999,규제승인
000230,일동홀딩스,kpenews.com,2024-04-11 13:06:00,"건기식 확대하는 일동제약..일동바이오사이언스 ‘RHT3201’, 태국 FDA 승인",http://kpenews.com/View.aspx?No=3191999,규제승인
021880,메이슨캐피탈,mbn.mk.co.kr,2024-04-11 16:43:00,"'삼성 합병 반발' 메이슨 2700억 대 소송, 결과 나온다…'쌍둥이 사건'은 일부...",https://n.news.naver.com/mnews/article/057/0001811639?sid=102,법적합의
028300,HLB,www.edaily.co.kr,2024-04-11 11:15:00,"HLB, 간암신약 허가 대비 “美 NCCN 가이드라인 등재 신청 완료”",https://n.news.naver.com/mnews/article/018/0005712097?sid=105,신약개발
278650,HLB바이오스텝,www.thebigdata.co.kr,2024-04-11 05:52:00,"HLB바이오스텝, 주가 급등…'NCCN' 가이드라인에 간암신약 등재 신청",http://www.thebigdata.co.kr/view.php?ud=202404110550004264cd1e7f0bdf_23,신약개발
067630,HLB생명과학,www.thebigdata.co.kr,2024-04-11 05:52:00,"HLB생명과학, 주가 급등…간암신약 'NCCN' 가이드라인 등재 기대",http://www.thebigdata.co.kr/view.php?ud=202404110551132998cd1e7f0bdf_23,신약개발
047920,HLB제약,www.thebigdata.co.kr,2024-04-11 05:02:00,"HLB제약, 주가 급등…간암신약 美 'NCCN' 가이드라인 등재 신청",http://www.thebigdata.co.kr/view.php?ud=202404110500427384cd1e7f0bdf_23,신약개발
046210,HLB파나진,www.thebigdata.co.kr,2024-04-11 05:22:00,"HLB파나진, 주가 급등…'간암신약' NCCN 가이드라인·PBM 등재 동시 진행",http://www.thebigdata.co.kr/view.php?ud=202404110521091585cd1e7f0bdf_23,신약개발
326030,SK바이오팜,www.etoday.co.kr,2024-04-11 05:02:00,"‘잘 키운 신약 하나’…SK바이오팜, 흑자 행진 본격화",https://www.etoday.co.kr/news/view/2349086,신약개발
006280,녹십자,www.greened.kr,2024-04-11 14:35:00,"부작용 줄이고 효과는 오래…JW중외·녹십자·삼진, 3세대 알러지약 출시 '붐...",https://www.greened.kr/news/articleView.html?idxno=313114,신약개발
023910,대한약품,www.hitnews.co.kr,2024-04-11 12:02:00,규제 강화를 다 적용한 국제약품 안산공장 점안제 생산라인,http://www.hitnews.co.kr/news/articleView.html?idxno=53980,신약개발
086820,바이오솔루션,biz.chosun.com,2024-04-11 18:11:00,"[바이오게시판] HK이노엔, 미국 암학회에서 폐암 신약 비임상 결과 발표 등",https://n.news.naver.com/mnews/article/366/0000984898?sid=101,신약개발
288330,브릿지바이오테라퓨틱스,www.newsis.com,2024-04-11 08:40:00,"브릿지바이오 ""폐섬유증 신약, 난소암 병용치료 가능성""",https://n.news.naver.com/mnews/article/003/0012485408?sid=102,신약개발
215600,신라젠,biz.newdaily.co.kr,2024-04-11 09:50:00,"신라젠 항암신약 후보물질, 방광암 치료제 개발 가능성 확인",https://biz.newdaily.co.kr/site/data/html/2024/04/11/2024041100075.html,신약개발
092040,아미코젠,www.yna.co.kr,2024-04-11 09:42:00,"아미코젠 ""관계사, 안질환 바이오시밀러 임상3상 계획 美 승인""",https://n.news.naver.com/mnews/article/001/0014624914?sid=101,신약개발
174900,앱클론,www.newsprime.co.kr,2024-04-11 16:14:00,"[카드] 앱클론, AACR서 항암신약 후보물질 연구결과 발표",http://www.newsprime.co.kr/news/article.html?no=635484,신약개발
298380,에이비엘바이오,www.etnews.com,2024-04-11 10:04:00,"K제약·바이오, 세계 최대 암학회서 혁신 신약 가능성 입증",https://n.news.naver.com/mnews/article/030/0003196960?sid=102,신약개발
226950,올릭스,biz.newdaily.co.kr,2024-04-11 18:54:00,"올릭스, 국제학회서 탈모신약 후보물질 연구성과 공개",https://biz.newdaily.co.kr/site/data/html/2024/04/11/2024041100222.html,신약개발
082850,우리바이오,www.etnews.com,2024-04-11 10:04:00,"K제약·바이오, 세계 최대 암학회서 혁신 신약 가능성 입증",https://n.news.naver.com/mnews/article/030/0003196960?sid=102,신약개발
000100,유한양행,www.insightkorea.co.kr,2024-04-11 13:28:00,"""유한양행, 하반기는 실적·신약 승인·R&D 모멘텀의 세마리 토끼를 잡아라""",http://www.insightkorea.co.kr/news/articleView.html?idxno=133237,신약개발
271980,제일약품,www.financialpost.co.kr,2024-04-11 11:42:00,"[특징주] 제일약품, '재발율 50% 자궁내막암' 신약후보'네수파립' 암세포 사멸...",https://www.financialpost.co.kr/news/articleView.html?idxno=203425,신약개발
