종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
040300,YTN,www.munhwa.com,2024-03-28 07:16:00,"방통위, 채널A·연합뉴스TV·YTN 재승인…팩트체크 강화 주문",https://n.news.naver.com/mnews/article/021/0002628932?sid=103,규제승인
000640,동아쏘시오홀딩스,news.tf.co.kr,2024-03-28 13:51:00,"동아쏘시오홀딩스, 1주당 1200원 현금배당 승인",https://n.news.naver.com/mnews/article/629/0000277002?sid=101,규제승인
170900,동아에스티,zdnet.co.kr,2024-03-28 16:37:00,"동아쏘시오홀딩스, 1주당 1200원 현금배당 승인…4월18일부터 지급",https://n.news.naver.com/mnews/article/092/0002326174?sid=105,규제승인
205100,엑셈,view.asiae.co.kr,2024-03-28 17:18:00,"엑셈, 정기주주총회서 안건 원안대로 승인",https://n.news.naver.com/mnews/article/277/0005398759?sid=101,규제승인
004310,현대약품,www.sentv.co.kr,2024-03-28 15:54:00,"현대약품 수원 신약연구소, 과기부 ‘안전관리 우수연구실’ 세 번째 인증",http://www.sentv.co.kr/news/view/682755,규제승인
028300,HLB,biz.chosun.com,2024-03-28 09:53:00,"[특징주] HLB, 신약 FDA 승인 기대감에 상승세",https://n.news.naver.com/mnews/article/366/0000981352?sid=101,신약개발
003580,HLB글로벌,it.chosun.com,2024-03-28 09:14:00,"HLB, 간암신약 美허가 후 '리보세라닙' 가치 확장 나선다",https://it.chosun.com/news/articleView.html?idxno=2023092112629,신약개발
047920,HLB제약,it.chosun.com,2024-03-28 09:14:00,"HLB, 간암신약 美허가 후 '리보세라닙' 가치 확장 나선다",https://it.chosun.com/news/articleView.html?idxno=2023092112629,신약개발
217730,강스템바이오텍,www.nbntv.co.kr,2024-03-28 14:52:00,"강스템바이오텍, 차세대 신약 개발 소재 '앱타머' 활용한 고기능성 인공 장기...",https://www.nbntv.co.kr/news/articleView.html?idxno=3013909,신약개발
138610,나이벡,www.edaily.co.kr,2024-03-28 12:14:00,"나이벡, 신약물질 ‘NP-201’ 폐동맥고혈압 치료 효능 확인",https://n.news.naver.com/mnews/article/018/0005702043?sid=101,신약개발
003090,대웅,www.newsis.com,2024-03-28 17:23:00,"대웅·대웅제약 ""끊임없는 혁신·신약 개발로 글로벌 진출""",https://n.news.naver.com/mnews/article/003/0012457595?sid=102,신약개발
069620,대웅제약,www.newsis.com,2024-03-28 17:23:00,"대웅·대웅제약 ""끊임없는 혁신·신약 개발로 글로벌 진출""",https://n.news.naver.com/mnews/article/003/0012457595?sid=102,신약개발
199730,바이오인프라,www.edaily.co.kr,2024-03-28 18:11:00,"티씨노바이오사이언스-아이겐드럭, 신약 공동 연구개발 ‘맞손’",https://n.news.naver.com/mnews/article/018/0005702440?sid=101,신약개발
067370,선바이오,www.bosa.co.kr,2024-03-28 06:02:00,선바이오 세포의약품 'SB623' 3월 승인목표 좌절,http://www.bosa.co.kr/news/articleView.html?idxno=2219421,신약개발
049960,쎌바이오텍,www.etoday.co.kr,2024-03-28 05:02:00,암부터 면역질환까지…신약 대세 ‘마이크로바이옴’,https://www.etoday.co.kr/news/view/2343179,신약개발
249420,일동제약,www.thebell.co.kr,2024-03-28 09:52:00,"[더벨]일동제약의 유노비아, '신약개발' 위한 강수 '구조조정'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202403271333312320103869,신약개발
095700,제넥신,www.edaily.co.kr,2024-03-28 16:32:00,"제넥신, 올해 신약 상용화 기대 매출 0원…“내년부터 발생”",https://n.news.naver.com/mnews/article/018/0005702307?sid=105,신약개발
271980,제일약품,www.dailypharm.com,2024-03-28 17:10:00,"제일약품, 자체 개발 신약으로 수익성 개선 시동",https://www.dailypharm.com/Users/News/NewsView.html?ID=310256&REFERER=NP,신약개발
082270,젬백스,www.newsmp.com,2024-03-28 20:30:00,"한국의약품수출입협회 ""식약처 필리핀 식약청 우수 규제기관 목록 신규 등재 ...",http://www.newsmp.com/news/articleView.html?idxno=240086,신약개발
004310,현대약품,health.chosun.com,2024-03-28 16:15:00,"현대약품 수원 신약연구소, ‘안전관리 우수연구실’ 재인증 획득",https://n.news.naver.com/mnews/article/346/0000072603?sid=004,신약개발
001460,BYC,www.busan.com,2024-03-28 14:55:00,"BYC, 편한 착용감의 올데이롱 봄 란제리 출시",https://n.news.naver.com/mnews/article/082/0001262561?sid=101,신제품출시
001040,CJ,zdnet.co.kr,2024-03-28 10:37:00,"CJ제일제당, 비엔나소시지 2종 출시...""누가 먹어도 안심·만족""",https://n.news.naver.com/mnews/article/092/0002326072?sid=105,신제품출시
097950,CJ제일제당,vop.co.kr,2024-03-28 18:50:00,"GS25, CJ제일제당과 함께 고메함박 브래드 등 출시",https://vop.co.kr/A00001650462.html,신제품출시
383220,F&F,www.dailian.co.kr,2024-03-28 09:12:00,"F&F 세르지오 타키니, '플라잉 스커트 컬렉션' 출시",https://n.news.naver.com/mnews/article/119/0002814259?sid=101,신제품출시
078930,GS,www.donga.com,2024-03-28 09:05:00,"BMW 모토라드, 2024년형 GS 모터사이클 3종 출시",https://n.news.naver.com/mnews/article/020/0003555874?sid=103,신제품출시
432320,KB스타리츠,www.rcast.co.kr,2024-03-28 17:26:00,"KB국민은행, KB스타뱅킹 내 스마트항공권 서비스 출시 外",https://www.rcast.co.kr/news/articleView.html?idxno=24434,신제품출시
160550,NEW,www.news1.kr,2024-03-28 10:52:00,"크리스챤 디올 뷰티, 'NEW 2024 디올 파스텔 컬렉션' 출시",https://n.news.naver.com/mnews/article/421/0007442112?sid=101,신제품출시
181710,NHN,www.newsprime.co.kr,2024-03-28 17:36:00,"NHN, 홀덤 경기장·토너먼트 장점 합친 신규 모드 출시",http://www.newsprime.co.kr/news/article.html?no=633822,신제품출시
017670,SK텔레콤,www.kmib.co.kr,2024-03-28 04:04:00,"SK텔레콤·LG유플러스, 오늘 3만원대 5G 요금제 출시",https://n.news.naver.com/mnews/article/005/0001684297?sid=101,신제품출시
000270,기아,www.moneys.co.kr,2024-03-28 09:53:00,"기아, AI탑재한 세단 'K4' 뉴욕서 최초 공개… 출시는 하반기",https://n.news.naver.com/mnews/article/417/0000992288?sid=103,신제품출시
094860,네오리진,www.edaily.co.kr,2024-03-28 08:52:00,"네오리진, 2024년 첫 신작 ‘Apex Girls’ 일본 공식 출시",https://n.news.naver.com/mnews/article/018/0005701696?sid=101,신제품출시
104620,노랑풍선,www.newsis.com,2024-03-28 09:40:00,"노랑풍선, 괌 마라톤 '코코 로드 레이스' 상품 출시",https://n.news.naver.com/mnews/article/003/0012455249?sid=101,신제품출시
004370,농심,www.newsis.com,2024-03-28 09:07:00,"""짜파게티 삼각김밥 맛은?"" CU, 농심과 짜파게티 간편식 시리즈 출시",https://n.news.naver.com/mnews/article/003/0012455092?sid=101,신제품출시
001680,대상,www.yna.co.kr,2024-03-28 09:08:00,"셀트리온, 소아 환자 대상 유플라이마 20㎎ 美 출시",https://n.news.naver.com/mnews/article/001/0014593966?sid=105,신제품출시
003490,대한항공,www.psnews.co.kr,2024-03-28 11:05:00,"KB국민은행, KB스타뱅킹 국내선 스마트항공권 서비스 출시",https://www.psnews.co.kr/news/articleView.html?idxno=2050830,신제품출시
049770,동원F&B,biz.newdaily.co.kr,2024-03-28 11:50:00,"동원F&B ‘덴마크 하이 요구르트’, 출시 한 달 만에 300만병 판매",https://biz.newdaily.co.kr/site/data/html/2024/03/28/2024032800126.html,신제품출시
228670,레이,www.edaily.co.kr,2024-03-28 20:55:00,"‘대륙의 실수’ 샤오미, 전기차까지 판다…SU7 정식 출시",https://n.news.naver.com/mnews/article/018/0005702530?sid=101,신제품출시
277810,레인보우로보틱스,www.paxetv.com,2024-03-28 10:00:00,[영상] 레인보우로보틱스·유진로봇·트위니 등 로봇기업 신제품 대거 등장,http://www.paxetv.com/news/articleView.html?idxno=199716,신제품출시
