종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
006400,삼성SDI,www.newsis.com,2024-03-20 10:33:00,삼성SDI 정기주총…재무제표 승인 등 3개 안건 통과,https://n.news.naver.com/mnews/article/003/0012437968?sid=101,규제승인
145990,삼양사,www.moneys.co.kr,2024-03-20 05:40:00,"""설탕가격 담합 의혹""… 공정위, 설탕 제조 3社 현장조사",https://n.news.naver.com/mnews/article/417/0000990035?sid=101,규제승인
271980,제일약품,www.biztribune.co.kr,2024-03-20 21:14:00,"[주총] 제일파마홀딩스· 제일약품, 현금배당 승인",http://www.biztribune.co.kr/news/articleView.html?idxno=307328,규제승인
002620,제일파마홀딩스,www.biztribune.co.kr,2024-03-20 21:14:00,"[주총] 제일파마홀딩스· 제일약품, 현금배당 승인",http://www.biztribune.co.kr/news/articleView.html?idxno=307328,규제승인
216080,제테마,www.edaily.co.kr,2024-03-20 17:36:00,"제테마, 중국 임상 2상면제 및 3상개시 신청 승인",https://n.news.naver.com/mnews/article/018/0005696732?sid=101,규제승인
199800,툴젠,www.news2day.co.kr,2024-03-20 10:00:00,"[이 특징주 버핏이라면] 툴젠, 유전자가위 복합체 특허 승인에 연일 강세",https://www.news2day.co.kr/article/20240320500072,규제승인
321550,티움바이오,www.biospectator.com,2024-03-20 12:44:00,"티움바이오, ‘지속형 FVIIa’ 혈우병 유럽 1b상 승인신청",http://www.biospectator.com/view/news_view.php?varAtcId=21414,규제승인
234340,헥토파이낸셜,www.digitaltoday.co.kr,2024-03-20 10:44:00,"""서비스 상표권만 있어도 앱 출시 가능""...상표권 분쟁 새 판례 나와",https://www.digitaltoday.co.kr/news/articleView.html?idxno=510196,법적합의
028300,HLB,www.newsprime.co.kr,2024-03-20 15:26:00,"HLB 간암 신약, '처방 예상 목록' 이어 일라이릴리·머크 등과 '허가 유력' 등...",http://www.newsprime.co.kr/news/article.html?no=632614,신약개발
003580,HLB글로벌,www.thebigdata.co.kr,2024-03-20 05:24:00,"HLB테라퓨틱스, 주가 급등…HLB 지분 확대에 'NK 신약' 임상3상 부각",http://www.thebigdata.co.kr/view.php?ud=202403200522126607cd1e7f0bdf_23,신약개발
