종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
060310,3S,www.jndn.com,2024-03-19 18:48:00,"살레시오여중, 유네스코학교 국제네트워크 승인",http://www.jndn.com/article.php?aid=1710841464382152007,규제승인
097950,CJ제일제당,www.newsis.com,2024-03-19 17:10:00,"공정위, CJ제일제당 등 설탕 제조사 현장조사…가격 담합 혐의",https://n.news.naver.com/mnews/article/003/0012437066?sid=101,규제승인
242040,나무기술,www.koit.co.kr,2024-03-19 15:58:00,"중소기업 제안 사이버보안 기술, 국제표준 승인",http://www.koit.co.kr/news/articleView.html?idxno=121301,규제승인
001790,대한제당,news.mtn.co.kr,2024-03-19 17:34:00,"공정위, '설탕 가격 담합 의혹' 제당 3사 현장 조사",https://news.mtn.co.kr/news-detail/2024031917164689204,규제승인
105740,디케이락,www.newsgn.com,2024-03-19 15:52:00,"디케이락, 삼성전자 반도체용 제품승인",https://www.newsgn.com/news/articleView.html?idxno=408362,규제승인
017390,서울가스,www.energydaily.co.kr,2024-03-19 19:46:00,"서울도시가스, 스마트 ICT 플랫폼 규제샌드박스 특례 지정",http://www.energydaily.co.kr/news/articleView.html?idxno=144924,규제승인
333620,엔시스,www.sedaily.com,2024-03-19 13:48:00,"공정위, 美 앤시스·휴머네틱스 결합 승인",https://n.news.naver.com/mnews/article/011/0004315261?sid=101,규제승인
348080,큐라티스,www.docdocdoc.co.kr,2024-03-19 06:10:00,큐라티스 장년‧노년 대상 결핵백신 1상 IND 승인,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3015513,규제승인
256630,포인트엔지니어링,www.newsis.com,2024-03-19 10:00:00,"공정위, 美앤시스 휴머내틱스 인수 '승인'…""지배관계 형성 안 돼""",https://n.news.naver.com/mnews/article/003/0012435096?sid=101,규제승인
000210,DL,www.yna.co.kr,2024-03-19 11:01:00,"대웅제약 ""당뇨병 신약 엔블로, 글로벌 제약사 약보다 효과 커""",https://n.news.naver.com/mnews/article/001/0014572646?sid=102,신약개발
028300,HLB,biz.newdaily.co.kr,2024-03-19 15:58:00,"HLB그룹, 자폐 스펙트럼장애 신약 개발사 '뉴로벤티' 투자",https://biz.newdaily.co.kr/site/data/html/2024/03/19/2024031900266.html,신약개발
003580,HLB글로벌,www.nbnews.kr,2024-03-19 17:44:00,"HLB, HLB테라퓨틱스 주식 67만주 매입 '신약개발 자신감'",https://www.nbnews.kr/news/articleView.html?idxno=89402,신약개발
278650,HLB바이오스텝,biz.newdaily.co.kr,2024-03-19 15:58:00,"HLB그룹, 자폐 스펙트럼장애 신약 개발사 '뉴로벤티' 투자",https://biz.newdaily.co.kr/site/data/html/2024/03/19/2024031900266.html,신약개발
067630,HLB생명과학,biz.newdaily.co.kr,2024-03-19 15:58:00,"HLB그룹, 자폐 스펙트럼장애 신약 개발사 '뉴로벤티' 투자",https://biz.newdaily.co.kr/site/data/html/2024/03/19/2024031900266.html,신약개발
115450,HLB테라퓨틱스,www.nbnews.kr,2024-03-19 17:44:00,"HLB, HLB테라퓨틱스 주식 67만주 매입 '신약개발 자신감'",https://www.nbnews.kr/news/articleView.html?idxno=89402,신약개발
114450,그린생명과학,www.pinpointnews.co.kr,2024-03-19 00:12:00,에스티팜 주가 휘파람...혈액암치료제 FDA 승인 받나 촉각,https://www.pinpointnews.co.kr/news/articleView.html?idxno=252744,신약개발
003090,대웅,www.yna.co.kr,2024-03-19 11:01:00,"대웅제약 ""당뇨병 신약 엔블로, 글로벌 제약사 약보다 효과 커""",https://n.news.naver.com/mnews/article/001/0014572646?sid=102,신약개발
069620,대웅제약,www.sedaily.com,2024-03-19 10:44:00,'국산 36호' 신약 대웅제약 엔블로…글로벌 제약사 제품 대비 효과 우수,https://n.news.naver.com/mnews/article/011/0004315142?sid=103,신약개발
131220,대한과학,health.chosun.com,2024-03-19 11:07:00,"동국생명과학, 인벤테라와 MRI 조영제 신약 독점 판매권 계약",https://n.news.naver.com/mnews/article/346/0000072100?sid=103,신약개발
023910,대한약품,www.pinpointnews.co.kr,2024-03-19 00:12:00,에스티팜 주가 휘파람...혈액암치료제 FDA 승인 받나 촉각,https://www.pinpointnews.co.kr/news/articleView.html?idxno=252744,신약개발
000640,동아쏘시오홀딩스,news.mtn.co.kr,2024-03-19 14:42:00,"동아에스티, ﻿국산신약 최다 개발…바이오시밀러 도전장",https://news.mtn.co.kr/news-detail/2024031910250268667,신약개발
170900,동아에스티,news.mtn.co.kr,2024-03-19 14:42:00,"동아에스티, ﻿국산신약 최다 개발…바이오시밀러 도전장",https://news.mtn.co.kr/news-detail/2024031910250268667,신약개발
235980,메드팩토,www.pinpointnews.co.kr,2024-03-19 00:12:00,에스티팜 주가 휘파람...혈액암치료제 FDA 승인 받나 촉각,https://www.pinpointnews.co.kr/news/articleView.html?idxno=252744,신약개발
064550,바이오니아,news.mt.co.kr,2024-03-19 13:43:00,"바이오니아 자회사 써나젠테라퓨틱스, 폐섬유증 신약 1a상 투여 종료",https://n.news.naver.com/mnews/article/008/0005013800?sid=101,신약개발
138580,비즈니스온,www.mk.co.kr,2024-03-19 16:25:00,신약라인 늘려온 신라젠 美학회서 기술력 뽐낸다,https://n.news.naver.com/mnews/article/009/0005274696?sid=103,신약개발
268600,셀리버리,news.mtn.co.kr,2024-03-19 18:26:00,[이슈체크] <이사회녹취 단독입수>신약자금을 화장품에 펑펑..배임 가능성,https://news.mtn.co.kr/news-detail/2024031916443659318,신약개발
215600,신라젠,www.mk.co.kr,2024-03-19 16:25:00,신약라인 늘려온 신라젠 美학회서 기술력 뽐낸다,https://n.news.naver.com/mnews/article/009/0005274696?sid=103,신약개발
900120,씨엑스아이,www.pinpointnews.co.kr,2024-03-19 00:12:00,에스티팜 주가 휘파람...혈액암치료제 FDA 승인 받나 촉각,https://www.pinpointnews.co.kr/news/articleView.html?idxno=252744,신약개발
074430,아미노로직스,www.pinpointnews.co.kr,2024-03-19 00:12:00,에스티팜 주가 휘파람...혈액암치료제 FDA 승인 받나 촉각,https://www.pinpointnews.co.kr/news/articleView.html?idxno=252744,신약개발
298380,에이비엘바이오,view.asiae.co.kr,2024-03-19 08:44:00,"[클릭 e종목]""에이비엘바이오, ‘ABL111’ 계열 최고신약 등극 주목""",https://n.news.naver.com/mnews/article/277/0005393870?sid=101,신약개발
007460,에이프로젠,www.yeongnam.com,2024-03-19 15:20:00,"에이프로젠·에이프로젠바이오로직스 급등, 유방암 치료제 3상 승인",https://www.yeongnam.com/web/view.php?key=20240319001514563,신약개발
109960,에이프로젠 H&G,www.pinpointnews.co.kr,2024-03-19 00:12:00,에스티팜 주가 휘파람...혈액암치료제 FDA 승인 받나 촉각,https://www.pinpointnews.co.kr/news/articleView.html?idxno=252744,신약개발
003060,에이프로젠바이오로직스,www.yeongnam.com,2024-03-19 15:20:00,"에이프로젠·에이프로젠바이오로직스 급등, 유방암 치료제 3상 승인",https://www.yeongnam.com/web/view.php?key=20240319001514563,신약개발
249420,일동제약,www.medisobizanews.com,2024-03-19 06:08:00,"MASH 신약, 美서 첫 승인 … 국내 제약사들도 개발 '풀 악셀'",http://www.medisobizanews.com/news/articleView.html?idxno=114771,신약개발
