종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
005830,DB손해보험,www.ftoday.co.kr,2024-04-08 16:18:00,"DB손보, 非탑승 사고 보상 운전자보험 개정해 출시",http://www.ftoday.co.kr/news/articleView.html?idxno=319285,규제승인
047920,HLB제약,www.etoday.co.kr,2024-04-08 17:32:00,3월 키움證 상위 수익률 계좌를 데운 업종은 ‘O’…美 FDA 승인 호재,https://www.etoday.co.kr/news/view/2348842,규제승인
194700,노바렉스,news.mt.co.kr,2024-04-08 15:07:00,"노바웰스, 위 건강 개별인정형 원료 '백편두추출분말' 승인 획득",https://n.news.naver.com/mnews/article/008/0005022909?sid=101,규제승인
003490,대한항공,www.ajunews.com,2024-04-08 18:02:00,"미 승인 앞둔 대한항공·아시아나, 고효율 기종으로 항공기 통합",https://www.ajunews.com/view/20240408150524186,규제승인
020560,아시아나항공,www.ajunews.com,2024-04-08 18:02:00,"미 승인 앞둔 대한항공·아시아나, 고효율 기종으로 항공기 통합",https://www.ajunews.com/view/20240408150524186,규제승인
039490,키움증권,www.etoday.co.kr,2024-04-08 17:32:00,3월 키움證 상위 수익률 계좌를 데운 업종은 ‘O’…美 FDA 승인 호재,https://www.etoday.co.kr/news/view/2348842,규제승인
091810,티웨이항공,www.ajunews.com,2024-04-08 18:02:00,"미 승인 앞둔 대한항공·아시아나, 고효율 기종으로 항공기 통합",https://www.ajunews.com/view/20240408150524186,규제승인
311690,CJ 바이오사이언스,www.newspim.com,2024-04-08 09:01:00,"CJ바이오사이언스, 미국암학회서 '면역항암 신약' 후속 연구 결과 발표",https://www.newspim.com/news/view/20240408000082,신약개발
028300,HLB,www.edaily.co.kr,2024-04-08 09:23:00,"[특징주]HLB, 간암신약 기대감…파이프라인 확장 준비에 6%대↑",https://n.news.naver.com/mnews/article/018/0005709694?sid=101,신약개발
003580,HLB글로벌,www.edaily.co.kr,2024-04-08 09:23:00,"[특징주]HLB, 간암신약 기대감…파이프라인 확장 준비에 6%대↑",https://n.news.naver.com/mnews/article/018/0005709694?sid=101,신약개발
278650,HLB바이오스텝,www.gukjenews.com,2024-04-08 09:38:00,"HLB(에이치엘비) 그룹주 상승, 간암신약 허가 임박...파이프라인 확장 준비",https://www.gukjenews.com/news/articleView.html?idxno=2963582,신약개발
067630,HLB생명과학,www.edaily.co.kr,2024-04-08 09:21:00,"HLB, 美 FDA 신약허가 넘어 조단위 블록버스터 자신하는 까닭",https://n.news.naver.com/mnews/article/018/0005709691?sid=105,신약개발
