종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
017940,E1,www.metroseoul.co.kr,2024-04-01 14:46:00,"스탠다드에너지, '규제샌드박스 승인'···초급속 충전 서비스 나서",http://www.metroseoul.co.kr/article/20240401500435,규제승인
215600,신라젠,www.goodkyung.com,2024-04-01 13:52:00,"신라젠, 주총서 부의 안건 모두 통과…'신약개발로 보답'",http://www.goodkyung.com/news/articleView.html?idxno=233174,규제승인
054930,유신,news.mtn.co.kr,2024-04-01 11:46:00,"월곶판교선, 실시계획 승인… 이달 중 공식 첫 삽",https://news.mtn.co.kr/news-detail/2024040111304737315,규제승인
384470,코어라인소프트,www.edaily.co.kr,2024-04-01 19:18:00,[단독]코어라인소프트 ‘에이뷰 CAC’ 美 FDA 승인,https://n.news.naver.com/mnews/article/018/0005704705?sid=105,규제승인
028300,HLB,www.gukjenews.com,2024-04-01 08:02:00,"IR 통한 간암신약 기대감, 에이치엘비(HLB) 그룹 주가 오를까?",https://www.gukjenews.com/news/articleView.html?idxno=2957669,신약개발
067630,HLB생명과학,www.gukjenews.com,2024-04-01 08:02:00,"IR 통한 간암신약 기대감, 에이치엘비(HLB) 그룹 주가 오를까?",https://www.gukjenews.com/news/articleView.html?idxno=2957669,신약개발
024850,HLB이노베이션,www.thebigdata.co.kr,2024-04-01 05:16:00,"HLB이노베이션, 주가 급등…IR 통해 높아진 간암신약 기대감",http://www.thebigdata.co.kr/view.php?ud=202404010514194609cd1e7f0bdf_23,신약개발
047920,HLB제약,www.gukjenews.com,2024-04-01 08:02:00,"IR 통한 간암신약 기대감, 에이치엘비(HLB) 그룹 주가 오를까?",https://www.gukjenews.com/news/articleView.html?idxno=2957669,신약개발
067290,JW신약,www.donga.com,2024-04-01 03:06:00,"미래를 여는 첨단 신약, 우리 손으로 만든다",https://n.news.naver.com/mnews/article/020/0003556511?sid=103,신약개발
001060,JW중외제약,www.econovill.com,2024-04-01 10:26:00,"JW중외제약 신약 '헴리브라', 소아환자 관절건강 개선 효과 확인",https://www.econovill.com/news/articleView.html?idxno=650693,신약개발
051910,LG화학,cwn.kr,2024-04-01 14:06:00,"LG화학, 전지·친환경·신약 '3동력'으로 달린다",https://cwn.kr/article/1065579989745202,신약개발
326030,SK바이오팜,view.asiae.co.kr,2024-04-01 08:23:00,"[클릭 e종목]""SK바이오팜, 뇌전증 신약 실적증가 속도 빨라""",https://n.news.naver.com/mnews/article/277/0005399756?sid=101,신약개발
035080,그래디언트,www.hankyung.com,2024-04-01 09:58:00,"그래디언트, 美학회서 혁신신약 타깃발굴 플랫폼 성과 공개",https://n.news.naver.com/mnews/article/015/0004966996?sid=105,신약개발
006280,녹십자,www.donga.com,2024-04-01 03:06:00,"미래를 여는 첨단 신약, 우리 손으로 만든다",https://n.news.naver.com/mnews/article/020/0003556511?sid=103,신약개발
003090,대웅,www.newsis.com,2024-04-01 08:56:00,"대웅·종근당, 위식도역류 신약 '펙수클루' 공동 판매한다",https://n.news.naver.com/mnews/article/003/0012462100?sid=102,신약개발
069620,대웅제약,www.sedaily.com,2024-04-01 17:43:00,위식도역류 신약 '펙수클루' 대웅제약·종근당 함께 판다,https://n.news.naver.com/mnews/article/011/0004321728?sid=103,신약개발
377480,마음AI,www.shinailbo.co.kr,2024-04-01 05:02:00,"[월간유통모니터] 'AI 신약개발' 본격화, '밀가루·식용유' 가격인하",http://www.shinailbo.co.kr/news/articleView.html?idxno=1851085,신약개발
065650,메디프론,www.yakup.com,2024-04-01 18:22:00,"퍼스트바이오, 前국가신약개발재단 묵현상 단장 합류",http://www.yakup.com/news/index.html?mode=view&cat=12&nid=292494,신약개발
199730,바이오인프라,news.mt.co.kr,2024-04-01 05:55:00,'빅파마 AI신약' 넘보는 IT공룡… K-바이오 처질라,https://n.news.naver.com/mnews/article/008/0005019517?sid=101,신약개발
288330,브릿지바이오테라퓨틱스,www.etoday.co.kr,2024-04-01 10:48:00,"브릿지바이오테라퓨틱스, 폐암 신약 심장 질환 적응증 가능성 확인",https://www.etoday.co.kr/news/view/2346298,신약개발
207940,삼성바이오로직스,www.hankyung.com,2024-04-01 09:10:00,"삼성에피스, 5조 희귀질환 시장에 30%가격 낮춰 국내 출시",https://n.news.naver.com/mnews/article/015/0004966950?sid=105,신약개발
038540,상상인,view.asiae.co.kr,2024-04-01 08:23:00,"[클릭 e종목]""SK바이오팜, 뇌전증 신약 실적증가 속도 빨라""",https://n.news.naver.com/mnews/article/277/0005399756?sid=101,신약개발
215600,신라젠,www.newsprime.co.kr,2024-04-01 11:00:00,"신라젠, 제 18기 정기 주주총회...""신약개발·성과로 보답할 것""",http://www.newsprime.co.kr/news/article.html?no=634058,신약개발
222080,씨아이에스,www.yakup.com,2024-04-01 06:02:00,“징검다리 돼 줄게” 드림CIS·메디팁 글로벌 신약개발 '총력',http://www.yakup.com/news/index.html?mode=view&cat=12&nid=292396,신약개발
298380,에이비엘바이오,www.biotimes.co.kr,2024-04-01 17:32:00,"K-항암제, 美 AACR서 '바이오 혁신 신약'으로 글로벌 접수 준비 완료",http://www.biotimes.co.kr/news/articleView.html?idxno=14553,신약개발
271560,오리온,www.news2day.co.kr,2024-04-01 09:42:00,"오리온, 리가켐바이오사이언스 최대주주 등극...""신약 개발 앞당길 것""",https://www.news2day.co.kr/article/20240329500267,신약개발
003120,일성신약,www.pharmnews.com,2024-04-01 18:44:00,"일성신약, '큐오렐정' 자진회수 진행",https://www.pharmnews.com/news/articleView.html?idxno=241955,신약개발
185750,종근당,www.donga.com,2024-04-01 15:07:00,"대웅제약-종근당, 신약 펙수클루 공동판매 전선 구축… “시장 주도권 변화 이...",https://n.news.naver.com/mnews/article/020/0003556556?sid=103,신약개발
314130,지놈앤컴퍼니,www.biotimes.co.kr,2024-04-01 17:32:00,"K-항암제, 美 AACR서 '바이오 혁신 신약'으로 글로벌 접수 준비 완료",http://www.biotimes.co.kr/news/articleView.html?idxno=14553,신약개발
128940,한미약품,biz.newdaily.co.kr,2024-04-01 16:44:00,"한미약품, 새 비만신약 후보물질 美 FDA에 임상 1상 신청",https://biz.newdaily.co.kr/site/data/html/2024/04/01/2024040100282.html,신약개발
027410,BGF,kpenews.com,2024-04-01 07:26:00,"CU, 돌얼음 출시..BGF리테일 신규 수요 창출",http://kpenews.com/View.aspx?No=3180359,신제품출시
282330,BGF리테일,kpenews.com,2024-04-01 07:26:00,"CU, 돌얼음 출시..BGF리테일 신규 수요 창출",http://kpenews.com/View.aspx?No=3180359,신제품출시
267250,HD현대,www.yna.co.kr,2024-04-01 09:20:00,"HD현대오일뱅크, LPG 전용 화물복지카드 출시",https://n.news.naver.com/mnews/article/001/0014601560?sid=101,신제품출시
003620,KG모빌리티,www.segye.com,2024-04-01 10:39:00,"KG 모빌리티, 렉스턴 Summit 출시 기념 프로모션 진행",https://n.news.naver.com/mnews/article/022/0003919907?sid=101,신제품출시
030200,KT,biz.chosun.com,2024-04-01 09:30:00,"NH농협카드, 'KT할부 플러스 카드' 출시",https://n.news.naver.com/mnews/article/366/0000982265?sid=101,신제품출시
003550,LG,www.hankyung.com,2024-04-01 19:16:00,세계 첫 화질 전환 지원…LG '게이밍 모니터' 출시,https://n.news.naver.com/mnews/article/015/0004967425?sid=101,신제품출시
032640,LG유플러스,economist.co.kr,2024-04-01 11:40:00,"LG유플러스, AI 통합 DX솔루션 ‘우리가게패키지 AX솔루션’ 출시",https://n.news.naver.com/mnews/article/243/0000058032?sid=105,신제품출시
066570,LG전자,www.yna.co.kr,2024-04-01 10:00:00,"LG전자, 해상도·주사율 전환 지원 게이밍 모니터 출시",https://n.news.naver.com/mnews/article/001/0014601712?sid=101,신제품출시
006260,LS,www.newsway.co.kr,2024-04-01 09:54:00,"LS일렉트릭, 국내 최대 스마트 전력·에너지 전시회 참가…혁신제품 소개",https://www.newsway.co.kr/news/view?ud=2024040109504254058,신제품출시
010120,LS ELECTRIC,www.newsway.co.kr,2024-04-01 09:54:00,"LS일렉트릭, 국내 최대 스마트 전력·에너지 전시회 참가…혁신제품 소개",https://www.newsway.co.kr/news/view?ud=2024040109504254058,신제품출시
035420,NAVER,theviewers.co.kr,2024-04-01 11:42:00,"미래에셋생명, ‘글로벌 MVP펀드’ 출시 10년...'MVP 60' 누적수익률 77.9%",http://theviewers.co.kr/View.aspx?No=3180724,신제품출시
160550,NEW,health.chosun.com,2024-04-01 10:55:00,"베네피트, NEW '포어 케어 컬렉션' 신제품 3종 출시",https://n.news.naver.com/mnews/article/346/0000072744?sid=103,신제품출시
034310,NICE,www.donga.com,2024-04-01 09:01:00,"하이퍼라운지xNICE평가정보, ‘나이스 비즈브리프(NICE BizBrief)’ 출시",https://n.news.naver.com/mnews/article/020/0003556521?sid=101,신제품출시
030190,NICE평가정보,www.donga.com,2024-04-01 09:01:00,"하이퍼라운지xNICE평가정보, ‘나이스 비즈브리프(NICE BizBrief)’ 출시",https://n.news.naver.com/mnews/article/020/0003556521?sid=101,신제품출시
339770,교촌에프앤비,www.smedaily.co.kr,2024-04-01 16:28:00,"교촌치킨, '순살 치즈볼 세트' 가격할인 프로모션",http://www.smedaily.co.kr/news/articleView.html?idxno=286299,신제품출시
186230,그린플러스,www.newscj.com,2024-04-01 10:38:00,"[#뷰티·패션 신상이오] AGE20'S, 스킨핏 수분 선크림 플러스 출시 外 베네피...",https://www.newscj.com/news/articleView.html?idxno=3124584,신제품출시
004540,깨끗한나라,www.news1.kr,2024-04-01 11:15:00,"""온 가족이 함께""…'깨끗한나라 베이비 케어 코코 물티슈' 출시",https://n.news.naver.com/mnews/article/421/0007449622?sid=101,신제품출시
405920,나라셀라,www.sommeliertimes.com,2024-04-01 10:44:00,"나라셀라, 롯데마트 창립 26주년 기념 사케 '시치켄 후린비잔 준마이' 출시",https://www.sommeliertimes.com/news/articleView.html?idxno=126888,신제품출시
004370,농심,www.news1.kr,2024-04-01 08:58:00,"츄파춥스·멘토스를 탄산으로…농심, 신제품 2종 출시",https://n.news.naver.com/mnews/article/421/0007448996?sid=101,신제품출시
270870,뉴트리,zdnet.co.kr,2024-04-01 14:46:00,"뉴트리불렛, '휴대용 미니 블렌더' 출시",https://n.news.naver.com/mnews/article/092/0002326525?sid=105,신제품출시
000490,대동,www.yna.co.kr,2024-04-01 16:13:00,"대동, 중형 트랙터 GX시리즈 첫 국내외 동시 출시",https://n.news.naver.com/mnews/article/001/0014603117?sid=101,신제품출시
001520,동양,www.newsworks.co.kr,2024-04-01 12:32:00,[#금융톡톡] 교보생명 종신보장 건강보험 출시∙흥국생명 '다재다능1540보험'...,http://www.newsworks.co.kr/news/articleView.html?idxno=748519,신제품출시
082640,동양생명,www.newsworks.co.kr,2024-04-01 12:32:00,[#금융톡톡] 교보생명 종신보장 건강보험 출시∙흥국생명 '다재다능1540보험'...,http://www.newsworks.co.kr/news/articleView.html?idxno=748519,신제품출시
049770,동원F&B,www.thefairnews.co.kr,2024-04-01 11:56:00,"동원홈푸드, 짜장·돈가스 소스 등 비비드키친 저당 소스 3종 출시",https://www.thefairnews.co.kr/news/articleView.html?idxno=24893,신제품출시
004890,동일산업,news.mt.co.kr,2024-04-01 18:07:00,경영실적·경쟁사 분석 등 한눈에..'나이스 비즈프리프' 출시,https://n.news.naver.com/mnews/article/008/0005020029?sid=101,신제품출시
203650,드림시큐리티,www.etnews.com,2024-04-01 09:43:00,"드림시큐리티, 개인사업자 드림 인증서 출시",https://n.news.naver.com/mnews/article/030/0003193885?sid=105,신제품출시
060570,드림어스컴퍼니,www.fnnews.com,2024-04-01 09:36:00,"드림어스컴퍼니 플로, 무드 출시 100일.. 앱 방문∙청취 횟수 증가",https://n.news.naver.com/mnews/article/014/0005164641?sid=105,신제품출시
294140,레몬,www.shinailbo.co.kr,2024-04-01 09:12:00,"오비맥주, ‘카스 레몬 스퀴즈’ 정식 출시",http://www.shinailbo.co.kr/news/articleView.html?idxno=1851122,신제품출시
277810,레인보우로보틱스,zdnet.co.kr,2024-04-01 16:58:00,산업용 자율주행 로봇 신제품 '봇물',https://n.news.naver.com/mnews/article/092/0002326552?sid=105,신제품출시
108490,로보티즈,www.etnews.com,2024-04-01 13:46:00,"로보티즈, 고성능 액추에이터 '다이나믹셀-Y' 출시",https://n.news.naver.com/mnews/article/030/0003194084?sid=105,신제품출시
280360,롯데웰푸드,www.newspim.com,2024-04-01 09:57:00,"롯데웰푸드, 나뚜루 성수컬렉션 '바질 마스카포네' 출시",https://www.newspim.com/news/view/20240401000133,신제품출시
434480,모니터랩,dealsite.co.kr,2024-04-01 11:02:00,"[재계는 지금] LG전자, '해상도∙주사율 전환' 게이밍 모니터 출시 外",https://dealsite.co.kr/articles/120485,신제품출시
417970,모델솔루션,www.newstomato.com,2024-04-01 10:16:00,"소상공인 공략 나선 LGU+, AX솔루션 출시",http://www.newstomato.com/ReadNews.aspx?no=1225357&inflow=N,신제품출시
085620,미래에셋생명,www.edaily.co.kr,2024-04-01 08:20:00,"미래에셋생명, '글로벌 MVP' 펀드 출시 10주년···대표 펀드 누적수익률 77...",https://n.news.naver.com/mnews/article/018/0005703936?sid=101,신제품출시
406820,뷰티스킨,www.edaily.co.kr,2024-04-01 09:10:00,"애경산업, ‘에이지투웨니스 스킨핏 수분 선크림 플러스’ 출시",https://n.news.naver.com/mnews/article/018/0005704011?sid=101,신제품출시
005180,빙그레,www.wsobi.com,2024-04-01 10:18:00,빙그레 해태아이스 신제품 '시모나바밤바' 출시 및 광고 캠페인 공개,http://www.wsobi.com/news/articleView.html?idxno=235795,신제품출시
032830,삼성생명,biz.chosun.com,2024-04-01 09:34:00,"삼성생명, '삼성 굿데이 일상생활플랜보험' 출시",https://n.news.naver.com/mnews/article/366/0000982268?sid=101,신제품출시
005930,삼성전자,www.hankyung.com,2024-04-01 13:44:00,"한종희 부회장 ""올해 삼성 신제품, AI로 집안일 크게 덜어준다""",https://n.news.naver.com/mnews/article/015/0004967107?sid=101,신제품출시
041650,상신브레이크,www.thebigdata.co.kr,2024-04-01 04:26:00,"상신브레이크, 주가 급등…샤오미 전기차 출시에 관련주 '들썩'",http://www.thebigdata.co.kr/view.php?ud=202404010425012527cd1e7f0bdf_23,신제품출시
136490,선진,www.busan.com,2024-04-01 14:42:00,"산업은행, 전자거래 플랫폼 'KDB e-FX Pro' 출시",https://n.news.naver.com/mnews/article/082/0001263046?sid=101,신제품출시
136510,스마트솔루션즈,www.hankyung.com,2024-04-01 13:44:00,"한종희 부회장 ""올해 삼성 신제품, AI로 집안일 크게 덜어준다""",https://n.news.naver.com/mnews/article/015/0004967107?sid=101,신제품출시
159910,스킨앤스킨,www.allurekorea.com,2024-04-01 08:04:00,4월의 #립 #아이 #베이스 신제품을 한자리에,https://www.allurekorea.com/2024/04/01/4%ec%9b%94%ec%9d%98-%eb%a6%bd-%ec%95%84%ec%9d%b4-%eb%b2%a0%ec%9d%b4%ec%8a%a4-%ec%8b%a0%ec%a0%9c%ed%92%88%ec%9d%84-%ed%95%9c%ec%9e%90%eb%a6%ac%ec%97%90-2-2/?utm_source=naver&utm_medium=partnership,신제품출시
004170,신세계,www.newsis.com,2024-04-01 09:23:00,"신세계푸드, 노브랜드버거 SSG랜더스필드점 전용 메뉴 출시",https://n.news.naver.com/mnews/article/003/0012462189?sid=101,신제품출시
031440,신세계푸드,www.newsis.com,2024-04-01 09:23:00,"신세계푸드, 노브랜드버거 SSG랜더스필드점 전용 메뉴 출시",https://n.news.naver.com/mnews/article/003/0012462189?sid=101,신제품출시
090430,아모레퍼시픽,www.dnews.co.kr,2024-04-01 09:42:00,"아모레퍼시픽 바이탈뷰티, '슈퍼콜라겐 리프트샷' 출시",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202404010926220760403,신제품출시
314140,알피바이오,www.newsworks.co.kr,2024-04-01 10:34:00,[#헬스콕] '에피스클리' 출시·'박스뉴반스' NIP 포함·바이엘 '사랑의 도시락...,http://www.newsworks.co.kr/news/articleView.html?idxno=748500,신제품출시
018250,애경산업,www.edaily.co.kr,2024-04-01 09:10:00,"애경산업, ‘에이지투웨니스 스킨핏 수분 선크림 플러스’ 출시",https://n.news.naver.com/mnews/article/018/0005704011?sid=101,신제품출시
038680,에스넷,zdnet.co.kr,2024-04-01 10:41:00,"에스넷시스템, OT 전용 솔루션 3종 출시",https://n.news.naver.com/mnews/article/092/0002326468?sid=105,신제품출시
448280,에코아이,www.newscj.com,2024-04-01 10:38:00,"[#뷰티·패션 신상이오] AGE20'S, 스킨핏 수분 선크림 플러스 출시 外 베네피...",https://www.newscj.com/news/articleView.html?idxno=3124584,신제품출시
205100,엑셈,zdnet.co.kr,2024-04-01 11:30:00,"엑셈 ""하이브리드 클라우드 모니터링 시장 선도""···야심작 '엑셈원' 출시",https://n.news.naver.com/mnews/article/092/0002326498?sid=105,신제품출시
259630,엠플러스,www.thebigdata.co.kr,2024-04-01 04:54:00,"엠플러스, 주가 급등…샤오미 전기차 출시에 관련주 부각",http://www.thebigdata.co.kr/view.php?ud=202404010453122792cd1e7f0bdf_23,신제품출시
