종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
112610,씨에스윈드,www.theguru.co.kr,2024-04-04 09:24:00,"'풍력 사랑' 美 바이든, 마사스 빈야드 대규모 해상 프로젝트 승인",https://www.theguru.co.kr/news/article.html?no=69044,규제승인
036220,오상헬스케어,www.newsis.com,2024-04-04 16:32:00,"오상헬스케어, 美서 '개인용 코로나·독감 키트' 긴급승인",https://n.news.naver.com/mnews/article/003/0012472474?sid=102,규제승인
003580,HLB글로벌,www.biotimes.co.kr,2024-04-04 17:52:00,"K-신약, 잇따른 FDA 승인에 美 진출도 본격화…1조 블록버스터 '목표'",http://www.biotimes.co.kr/news/articleView.html?idxno=14614,신약개발
047920,HLB제약,www.biotimes.co.kr,2024-04-04 17:52:00,"K-신약, 잇따른 FDA 승인에 美 진출도 본격화…1조 블록버스터 '목표'",http://www.biotimes.co.kr/news/articleView.html?idxno=14614,신약개발
001060,JW중외제약,biz.sbs.co.kr,2024-04-04 11:43:00,"JW중외제약 ""탈모 신약후보물질 국내 특허…연내 임상 1상""",https://n.news.naver.com/mnews/article/374/0000377797?sid=103,신약개발
950220,네오이뮨텍,www.newsis.com,2024-04-04 08:44:00,"지씨셀, '임상 개발·규제 전문' CDO 영입…""경쟁력 강화""",https://n.news.naver.com/mnews/article/003/0012470395?sid=102,신약개발
006280,녹십자,www.biotimes.co.kr,2024-04-04 17:52:00,"K-신약, 잇따른 FDA 승인에 美 진출도 본격화…1조 블록버스터 '목표'",http://www.biotimes.co.kr/news/articleView.html?idxno=14614,신약개발
214260,라파스,www.medipana.com,2024-04-04 06:12:00,"지난달 임상 승인, 당뇨·고혈압 치료제 등 부각…제네릭 개발 주목",https://www.medipana.com/article/view.php?news_idx=324850&sch_cate=A,신약개발
086820,바이오솔루션,www.newsis.com,2024-04-04 16:22:00,올해 바이오헬스 R&D 2.2조 투입…신약개발·필수의료 등 투자,https://n.news.naver.com/mnews/article/003/0012472442?sid=102,신약개발
199730,바이오인프라,www.newsis.com,2024-04-04 16:22:00,올해 바이오헬스 R&D 2.2조 투입…신약개발·필수의료 등 투자,https://n.news.naver.com/mnews/article/003/0012472442?sid=102,신약개발
099430,바이오플러스,www.smartfn.co.kr,2024-04-04 09:22:00,"[K-바이오스토리] JW중외제약, '표적항암제·탈모치료제' 신약으로 1조 클럽 ...",https://www.smartfn.co.kr/article/view/sfn202404040004,신약개발
268600,셀리버리,www.edaily.co.kr,2024-04-04 14:25:00,"셀리버리, 싸이토카인 폭풍 억제 패혈증 치료 신약 日 특허 등록",https://n.news.naver.com/mnews/article/018/0005706945?sid=101,신약개발
082850,우리바이오,www.smartfn.co.kr,2024-04-04 09:22:00,"[K-바이오스토리] JW중외제약, '표적항암제·탈모치료제' 신약으로 1조 클럽 ...",https://www.smartfn.co.kr/article/view/sfn202404040004,신약개발
000100,유한양행,view.asiae.co.kr,2024-04-04 15:11:00,"'위고비' 히트 친 노보노디스크, 다음 신약 준비나섰다",https://n.news.naver.com/mnews/article/277/0005401808?sid=101,신약개발
003120,일성신약,www.dailymedi.com,2024-04-04 06:10:00,이름 바꾼 일성신약···악재 빈발 주가 연일 '하락',https://www.dailymedi.com/news/news_view.php?wr_id=910388,신약개발
144510,지씨셀,www.newsis.com,2024-04-04 08:44:00,"지씨셀, '임상 개발·규제 전문' CDO 영입…""경쟁력 강화""",https://n.news.naver.com/mnews/article/003/0012470395?sid=102,신약개발
293480,하나제약,www.medipana.com,2024-04-04 12:18:00,"하나제약, '타진서방정' 제네릭 개발 돌입…생동시험 승인",https://www.medipana.com/article/view.php?news_idx=324876&sch_cate=D,신약개발
027410,BGF,www.fetv.co.kr,2024-04-04 10:52:00,"CU, ‘이거레알 반박불가’ 디저트 케이크 6년만에 재출시",https://www.fetv.co.kr/news/article.html?no=162420,신제품출시
012030,DB,www.newspim.com,2024-04-04 09:31:00,"DB저축은행, 최고 연 6.5% 'MㅡWith 유 정기적금' 출시",https://www.newspim.com/news/view/20240404000160,신제품출시
