종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
065770,CS,news.heraldcorp.com,2024-04-03 09:16:00,전남대 최태종 교수연구실 CS분야 국제학술대회 논문 승인,https://n.news.naver.com/mnews/article/016/0002289757?sid=101,규제승인
131220,대한과학,www.yna.co.kr,2024-04-03 14:39:00,"규제과학센터, 美 약물정보학회와 교육·정보 교류 협력",https://n.news.naver.com/mnews/article/001/0014608146?sid=105,규제승인
338220,뷰노,news.mt.co.kr,2024-04-03 09:13:00,"뷰노 '뷰노메드 딥카스', 美 상표권 등록 완료…""하반기 FDA 승인""",https://n.news.naver.com/mnews/article/008/0005020778?sid=101,규제승인
112040,위메이드,www.etnews.com,2024-04-03 14:01:00,위메이드 '나이트 크로우'도 확률 논란... 게임 내 뽑기 규제 파장 확산,https://n.news.naver.com/mnews/article/030/0003194893?sid=105,규제승인
298020,효성티앤씨,www.yna.co.kr,2024-04-03 10:42:00,"효성티앤씨, 바리우붕따우성 비전선포식 및 투자승인서 수여식",https://n.news.naver.com/mnews/article/001/0014607257?sid=101,규제승인
015590,KIB플러그에너지,www.nbnews.kr,2024-04-03 11:36:00,"[풍문레이다] KIB플러그에너지② 실사주 김인석, 구속 후 M&A 사기 편취 추가...",https://www.nbnews.kr/news/articleView.html?idxno=90291,법적합의
028300,HLB,www.gukjenews.com,2024-04-03 09:24:00,'HLB 美서 신약 연구결과 발표' hlb생명과학·테라퓨틱스 주가는 하락세,https://www.gukjenews.com/news/articleView.html?idxno=2959847,신약개발
278650,HLB바이오스텝,www.gukjenews.com,2024-04-03 09:24:00,'HLB 美서 신약 연구결과 발표' hlb생명과학·테라퓨틱스 주가는 하락세,https://www.gukjenews.com/news/articleView.html?idxno=2959847,신약개발
067630,HLB생명과학,www.gukjenews.com,2024-04-03 09:24:00,'HLB 美서 신약 연구결과 발표' hlb생명과학·테라퓨틱스 주가는 하락세,https://www.gukjenews.com/news/articleView.html?idxno=2959847,신약개발
047920,HLB제약,www.medisobizanews.com,2024-04-03 12:16:00,국내사 美 FDA '연타석 승인' 분위기…HLBㆍ유한양행 '번호표',http://www.medisobizanews.com/news/articleView.html?idxno=115180,신약개발
115450,HLB테라퓨틱스,www.gukjenews.com,2024-04-03 09:24:00,'HLB 美서 신약 연구결과 발표' hlb생명과학·테라퓨틱스 주가는 하락세,https://www.gukjenews.com/news/articleView.html?idxno=2959847,신약개발
067290,JW신약,www.dailypharm.com,2024-04-03 14:38:00,"JW신약, 모발 케어 화장품 학술 마케팅 강화",https://www.dailypharm.com/Users/News/NewsView.html?ID=310435&REFERER=NP,신약개발
302440,SK바이오사이언스,www.ceoscoredaily.com,2024-04-03 07:02:00,매출의 30% 이상을 신약 연구개발에 쏟아 붓는 SK바이오팜·SK바이오사이언스,https://www.ceoscoredaily.com/page/view/2024040217085799369,신약개발
326030,SK바이오팜,news.bizwatch.co.kr,2024-04-03 07:41:00,"SK바이오팜, 차기 블록버스터 신약 개발 위해 'TPD' 낙점",https://n.news.naver.com/mnews/article/648/0000024619?sid=103,신약개발
003090,대웅,www.niceeconomy.co.kr,2024-04-03 15:32:00,[제약 브리핑] JW신약·동아제약·대웅제약,http://www.niceeconomy.co.kr/news/articleView.html?idxno=83635,신약개발
069620,대웅제약,www.niceeconomy.co.kr,2024-04-03 15:32:00,[제약 브리핑] JW신약·동아제약·대웅제약,http://www.niceeconomy.co.kr/news/articleView.html?idxno=83635,신약개발
004830,덕성,www.sentv.co.kr,2024-04-03 17:34:00,"한올바이오파마, AI 활용 신약개발 주제 ‘약대생 아이디어 공모전’ 시상",http://www.sentv.co.kr/news/view/683201,신약개발
199730,바이오인프라,www.businesspost.co.kr,2024-04-03 15:38:00,"인공지능 신약개발 신테카바이오, 한국투자파트너스로부터 100억 투자 받아",https://www.businesspost.co.kr/BP?command=article_view&num=347937,신약개발
003850,보령,www.news1.kr,2024-04-03 09:09:00,"비보존그룹, 보령과 신약 허가 앞둔 비마약성 진통제 국내 상업화 협력",https://n.news.naver.com/mnews/article/421/0007454740?sid=103,신약개발
082800,비보존 제약,www.news1.kr,2024-04-03 09:09:00,"비보존그룹, 보령과 신약 허가 앞둔 비마약성 진통제 국내 상업화 협력",https://n.news.naver.com/mnews/article/421/0007454740?sid=103,신약개발
226330,신테카바이오,www.businesspost.co.kr,2024-04-03 15:38:00,"인공지능 신약개발 신테카바이오, 한국투자파트너스로부터 100억 투자 받아",https://www.businesspost.co.kr/BP?command=article_view&num=347937,신약개발
000100,유한양행,www.pharmnews.com,2024-04-03 11:46:00,토종 폐암 신약  8월 글로벌 진출... 유한양행 기업가치 UP,https://www.pharmnews.com/news/articleView.html?idxno=242094,신약개발
314130,지놈앤컴퍼니,news.mt.co.kr,2024-04-03 16:27:00,마이크로바이옴 대박이라더니…신약 바이오 대규모 적자 언제까지,https://n.news.naver.com/mnews/article/008/0005021108?sid=101,신약개발
016920,카스,www.medisobizanews.com,2024-04-03 12:16:00,국내사 美 FDA '연타석 승인' 분위기…HLBㆍ유한양행 '번호표',http://www.medisobizanews.com/news/articleView.html?idxno=115180,신약개발
047810,한국항공우주,www.donga.com,2024-04-03 03:05:00,"美, 무인 우주선서 약 만들어 귀환… “우주신약 신호탄”",https://n.news.naver.com/mnews/article/020/0003556973?sid=101,신약개발
128940,한미약품,view.asiae.co.kr,2024-04-03 06:00:00,[시론]신약명가(新藥名家) 장남의 책임,https://n.news.naver.com/mnews/article/277/0005400847?sid=110,신약개발
009420,한올바이오파마,www.sentv.co.kr,2024-04-03 17:34:00,"한올바이오파마, AI 활용 신약개발 주제 ‘약대생 아이디어 공모전’ 시상",http://www.sentv.co.kr/news/view/683201,신약개발
027410,BGF,view.asiae.co.kr,2024-04-03 08:50:00,간편식 콜라보 확대하는 CU…오뚜기와 '매코매요' 시리즈 출시,https://n.news.naver.com/mnews/article/277/0005400946?sid=101,신제품출시
001040,CJ,www.donga.com,2024-04-03 15:31:00,‘식물 단백질 음료’ 띄우는 CJ제일제당… 햇반·맛밤 맛 고단백 음료 출시,https://n.news.naver.com/mnews/article/020/0003557055?sid=101,신제품출시
097950,CJ제일제당,www.donga.com,2024-04-03 15:31:00,‘식물 단백질 음료’ 띄우는 CJ제일제당… 햇반·맛밤 맛 고단백 음료 출시,https://n.news.naver.com/mnews/article/020/0003557055?sid=101,신제품출시
065770,CS,zdnet.co.kr,2024-04-03 15:20:00,"채널톡, 대충 말해도 딱 아는 CS 챗봇 '알프' 출시",https://n.news.naver.com/mnews/article/092/0002326796?sid=105,신제품출시
012030,DB,www.dailian.co.kr,2024-04-03 14:25:00,"DB저축은행, 모바일 전용 'MㅡWith 유 정기적금' 출시",https://n.news.naver.com/mnews/article/119/0002816693?sid=101,신제품출시
067290,JW신약,daily.hankooki.com,2024-04-03 09:42:00,"JW신약, 모발 케어 화장품 '모두모아' 심포지엄 성료",https://daily.hankooki.com/news/articleView.html?idxno=1069706,신제품출시
096760,JW홀딩스,www.cnbnews.com,2024-04-03 16:46:00,"JW신약, 모발 케어 화장품 ‘모두모아’ 심포지엄 성료",https://www.cnbnews.com/news/article.html?no=652276,신제품출시
093050,LF,www.youthdaily.co.kr,2024-04-03 16:32:00,"밀리터리 아이템의 재탄...LF 헤지스, '퍼티그 컬렉션' 한정 출시",https://www.youthdaily.co.kr/news/article.html?no=149223,신제품출시
032640,LG유플러스,biz.chosun.com,2024-04-03 09:01:00,"LG유플러스, 육아용 AI 홈카메라 ‘슈퍼맘카’ 출시",https://n.news.naver.com/mnews/article/366/0000982845?sid=105,신제품출시
066570,LG전자,daily.hankooki.com,2024-04-03 14:26:00,"삼성 신제품 출시날...LG전자 ""글로벌 AI 가전 선도"" 선전포고",https://daily.hankooki.com/news/articleView.html?idxno=1069812,신제품출시
035420,NAVER,kpenews.com,2024-04-03 07:52:00,"넥슨, ‘데이브 더 다이버’ 플랫폼 확장..16일 플레이스테이션 버전 출시",http://kpenews.com/View.aspx?No=3183415,신제품출시
005610,SPC삼립,www.wsobi.com,2024-04-03 18:14:00,"식품업계, 헬시플래저 겨냥 단백질 제품 출시",http://www.wsobi.com/news/articleView.html?idxno=236220,신제품출시
000860,강남제비스코,www.news1.kr,2024-04-03 17:06:00,"""도장 작업성 우수""…강남제비스코 '푸른솔 발수 투명' 출시",https://n.news.naver.com/mnews/article/421/0007456796?sid=101,신제품출시
037710,광주신세계,www.news1.kr,2024-04-03 12:56:00,"광주신세계안과, 빛번짐 없는 백내장 인공수정체 출시",https://n.news.naver.com/mnews/article/421/0007455621?sid=102,신제품출시
043650,국순당,www.mk.co.kr,2024-04-03 12:56:00,"국순당, 10년 숙성 증류소주 ‘려 2013 本’ 출시",https://n.news.naver.com/mnews/article/009/0005282598?sid=103,신제품출시
000270,기아,economist.co.kr,2024-04-03 13:01:00,"BMW·기아·볼보까지 제쳤다...르노, 전기차 ‘세닉’ 내년 국내 출시",https://n.news.naver.com/mnews/article/243/0000058128?sid=101,신제품출시
