종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
373220,LG에너지솔루션,www.g-enews.com,2024-04-12 06:10:00,"美 미시간주 홀랜드시, LG엔솔 배터리공장 증설 토지계획 승인",http://www.g-enews.com/ko-kr/news/article/news_all/202404120604129516b418061615_1/article.html,규제승인
326030,SK바이오팜,kormedi.com,2024-04-12 18:13:00,美입지 더 넓히는 SK바이오팜...뇌전증약 현탁액 제형 승인,https://n.news.naver.com/mnews/article/296/0000076679?sid=101,규제승인
317330,덕산테코피아,www.thebell.co.kr,2024-04-12 14:12:00,"[더벨][K-배터리 밸류업 리포트]덕산일렉테라, 규제 리스크 걷힌 미국공장 본...",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202403311800575480104640,규제승인
336370,솔루스첨단소재,www.thebigdata.co.kr,2024-04-12 04:28:00,"솔루스첨단소재, 주가 급등…북미 GPU 3사 'AI용 동박' 승인 목전",http://www.thebigdata.co.kr/view.php?ud=202404120425527026cd1e7f0bdf_23,규제승인
215600,신라젠,www.fnnews.com,2024-04-12 09:16:00,"신라젠, 항암 후보물질 BAL0891 식약처 1상 변경승인 신청",https://n.news.naver.com/mnews/article/014/0005170333?sid=105,규제승인
021880,메이슨캐피탈,www.seoul.co.kr,2024-04-12 05:03:00,"삼성물산·제일모직 합병 반발 소송… “韓정부, 메이슨에 438억 배상하라”",https://n.news.naver.com/mnews/article/081/0003443690?sid=102,법적합의
028260,삼성물산,www.seoul.co.kr,2024-04-12 05:03:00,"삼성물산·제일모직 합병 반발 소송… “韓정부, 메이슨에 438억 배상하라”",https://n.news.naver.com/mnews/article/081/0003443690?sid=102,법적합의
311690,CJ 바이오사이언스,www.viva100.com,2024-04-12 07:00:00,"K-바이오, 美 암학회서 항암신약 연구 결과 공개…파트너십 성과 ‘주목’",https://www.viva100.com/main/view.php?key=20240411010003562,신약개발
028300,HLB,news.mt.co.kr,2024-04-12 15:05:00,"HLB ""간암신약, 1차 치료제 이어 수술 전후 보조요법 가능성 보여줘""",https://n.news.naver.com/mnews/article/008/0005024823?sid=101,신약개발
003580,HLB글로벌,news.mt.co.kr,2024-04-12 15:05:00,"HLB ""간암신약, 1차 치료제 이어 수술 전후 보조요법 가능성 보여줘""",https://n.news.naver.com/mnews/article/008/0005024823?sid=101,신약개발
047920,HLB제약,news.mt.co.kr,2024-04-12 15:05:00,"HLB ""간암신약, 1차 치료제 이어 수술 전후 보조요법 가능성 보여줘""",https://n.news.naver.com/mnews/article/008/0005024823?sid=101,신약개발
067290,JW신약,www.dailypharm.com,2024-04-12 14:56:00,"JW신약, 학술마케팅 강화...신제품 라인업 주목",https://www.dailypharm.com/Users/News/NewsView.html?ID=310680&REFERER=NP,신약개발
