종목코드,종목명,언론사URL,작성일자,제목,네이버링크,카테고리
006280,녹십자,dealsite.co.kr,2024-03-25 13:34:00,"[제약+] 셀트리온, 'CT-P39' 유럽 품목허가 승인 권고 획득 外",https://dealsite.co.kr/articles/120018,규제승인
323990,박셀바이오,dealsite.co.kr,2024-03-25 13:34:00,"[제약+] 셀트리온, 'CT-P39' 유럽 품목허가 승인 권고 획득 外",https://dealsite.co.kr/articles/120018,규제승인
335890,비올,www.fnnews.com,2024-03-25 18:16:00,비올 피부미용 의료기기 中판매 승인 획득,https://n.news.naver.com/mnews/article/014/0005161396?sid=101,규제승인
005930,삼성전자,it.chosun.com,2024-03-25 17:32:00,"'젠슨 승인'…삼성전자, 엔비디아에 HBM 12단 공급",https://it.chosun.com/news/articleView.html?idxno=2023092112484,규제승인
032280,삼일,dealsite.co.kr,2024-03-25 13:34:00,"[제약+] 셀트리온, 'CT-P39' 유럽 품목허가 승인 권고 획득 外",https://dealsite.co.kr/articles/120018,규제승인
068270,셀트리온,www.yna.co.kr,2024-03-25 09:26:00,"셀트리온 ""두드러기약 바이오시밀러, 유럽서 허가 승인 권고""",https://n.news.naver.com/mnews/article/001/0014585761?sid=101,규제승인
060590,씨티씨바이오,dealsite.co.kr,2024-03-25 13:34:00,"[제약+] 셀트리온, 'CT-P39' 유럽 품목허가 승인 권고 획득 外",https://dealsite.co.kr/articles/120018,규제승인
144510,지씨셀,dealsite.co.kr,2024-03-25 13:34:00,"[제약+] 셀트리온, 'CT-P39' 유럽 품목허가 승인 권고 획득 外",https://dealsite.co.kr/articles/120018,규제승인
003670,포스코퓨처엠,vop.co.kr,2024-03-25 18:36:00,"포스코퓨처엠, 주총서 ‘이차전지소재 사업영역 확장’ 정관 변경 승인",https://vop.co.kr/A00001650134.html,규제승인
335810,프리시젼바이오,dealsite.co.kr,2024-03-25 13:34:00,"[제약+] 셀트리온, 'CT-P39' 유럽 품목허가 승인 권고 획득 外",https://dealsite.co.kr/articles/120018,규제승인
028300,HLB,www.thebigdata.co.kr,2024-03-25 05:54:00,"HLB파나진, 주가 급등…케어론Rx, HLB 간암신약 '허가예상'",http://www.thebigdata.co.kr/view.php?ud=202403250552293664cd1e7f0bdf_23,신약개발
